order_id,customer_id,order_date,status,ship_date,delivered_date,ship_country,carrier_id,carrier,promotion_id,items_count,subtotal,shipping_cost,total
ORD-0000079,CUST-000383,2024-08-27,delivered,2024-08-30,2024-09-04,FR,CARR-003,USPS,,1,1114.00,34.54,1148.54
ORD-0000080,CUST-000244,2025-11-30,returned,2025-12-04,2025-12-12,IT,CARR-005,Correios,,3,1142.00,4.61,1146.61
ORD-0000081,CUST-000061,2024-11-22,returned,2024-11-26,2024-11-30,BR,CARR-006,Sedex,,1,36.00,25.14,61.14
ORD-0000082,CUST-000780,2023-11-17,delivered,2023-11-21,2023-11-27,US,CARR-003,USPS,,1,902.00,24.91,926.91
ORD-0000083,CUST-000742,2023-09-08,delivered,2023-09-12,2023-09-17,CL,CARR-006,Sedex,,4,2641.00,4.77,2645.77
ORD-0000084,CUST-000710,2025-04-30,delivered,2025-05-02,2025-05-06,US,CARR-001,UPS,,1,6.00,17.84,23.84
ORD-0000085,CUST-000467,2024-11-20,delivered,2024-11-24,2024-11-29,ES,CARR-010,SF Express,,4,571.00,30.15,601.15
ORD-0000086,CUST-000259,2023-11-27,delivered,2023-11-28,2023-11-30,GB,CARR-002,FedEx,,2,1637.00,1.64,1638.64
ORD-0000087,CUST-000540,2023-01-02,returned,2023-01-06,2023-01-16,US,CARR-003,USPS,,2,225.00,33.14,258.14
ORD-0000088,CUST-000181,2025-03-22,processing,,,US,CARR-002,FedEx,,3,1006.00,25.49,1031.49
ORD-0000089,CUST-000278,2025-10-13,delivered,2025-10-16,2025-10-21,CO,CARR-008,Loomis,,3,1597.00,27.89,1624.89
ORD-0000090,CUST-000522,2025-12-08,cancelled,,,CL,,,,2,-1971.00,24.31,-1946.69
ORD-0000091,CUST-000488,2024-08-29,returned,2024-08-31,2024-09-13,FR,CARR-009,Aramex,,4,600.00,19.14,619.14
ORD-0000092,CUST-000244,11/03/2025,delivered,2025-03-14,2025-03-21,IT,CARR-009,Aramex,,1,32.00,6.99,38.99
ORD-0000093,CUST-000750,2025-01-09,delivered,2025-01-13,2025-01-18,PT,CARR-006,Sedex,,3,3260.00,20.47,3280.47
ORD-0000094,CUST-000517,07/12/2025,shipped,2025-12-09,,CA,CARR-010,SF Express,,4,497.00,8.16,505.16
ORD-0000095,CUST-000156,2025-11-14,delivered,2025-11-16,2025-11-25,AU,CARR-003,USPS,,1,1128.00,6.76,1134.76
ORD-0000096,CUST-000610,2023-11-29,processing,,,CA,CARR-003,USPS,,1,55.00,15.84,70.84
ORD-0000097,CUST-000263,2024-07-02,processing,,,JP,CARR-002,FedEx,,1,363.00,12.63,375.63
ORD-0000098,CUST-000314,2023-03-02,delivered,2023-03-05,2023-03-08,DE,CARR-001,UPS,,4,2635.00,21.87,2656.87
ORD-0000099,CUST-000376,2025-10-05,returned,2025-10-08,2025-10-11,US,CARR-007,Royal Mail,,1,170.00,13.91,183.91
ORD-0000100,CUST-000686,2025-03-12,processing,,,MX,CARR-010,SF Express,,3,883.00,8.30,891.30
ORD-0000101,CUST-000006,2025-08-16,processing,,,ES,CARR-003,USPS,,3,625.00,12.25,637.25
ORD-0000102,CUST-000353,2024-12-28,cancelled,,,GB,,,,4,425.00,6.41,431.41
ORD-0000103,CUST-000277,2023-11-24,delivered,2023-11-25,2023-11-27,US,CARR-002,FedEx,PROMO-0039,2,555.00,22.45,577.45
ORD-0000104,CUST-000076,2024-11-20,delivered,2024-11-23,2024-11-30,DE,CARR-008,Loomis,,4,253.00,19.57,272.57
ORD-0000105,CUST-000099,2023-03-15,delivered,2023-03-16,2023-03-22,US,CARR-003,USPS,,3,615.00,33.79,648.79
ORD-0000106,CUST-000255,2025-11-27,delivered,2025-11-30,2025-12-04,CA,CARR-007,Royal Mail,,2,285.00,18.30,303.30
ORD-0000107,CUST-000184,2025-11-20,delivered,2025-11-22,2025-11-30,CA,CARR-005,Correios,,3,2028.00,23.58,2051.58
ORD-0000108,CUST-000590,2024-11-23,delivered,2024-11-27,2024-12-02,FR,CARR-003,USPS,,2,715.00,22.31,737.31
ORD-0000109,CUST-000607,2023-11-28,delivered,2023-12-02,2023-12-08,AR,CARR-009,Aramex,,2,787.00,25.25,812.25
ORD-0000110,CUST-000408,2026-02-11,cancelled,,,JP,,,,2,95.00,9.10,104.10
ORD-0000111,CUST-000770,2024-11-22,delivered,2024-11-23,2024-11-29,MX,CARR-009,Aramex,,1,87.00,28.10,115.10
ORD-0000112,CUST-000637,2023-11-21,delivered,2023-11-25,2023-11-28,PT,CARR-001,UPS,,2,2045.00,29.51,2074.51
ORD-0000113,CUST-000607,2026-04-02,cancelled,,,AR,,,,1,788.00,15.03,803.03
ORD-0000114,CUST-000536,2025-06-03,delivered,2025-06-05,2025-06-10,CO,CARR-010,SF Express,,4,3119.00,15.63,3134.63
ORD-0000115,CUST-000191,2024-12-10,delivered,2024-12-12,2024-12-15,CA,CARR-001,UPS,,4,582.00,25.56,607.56
ORD-0000116,CUST-000091,2025-03-05,processing,,,US,CARR-002,FedEx,,3,378.00,3.99,381.99
ORD-0000117,CUST-000257,03/02/2024,delivered,2024-02-06,2024-02-14,US,CARR-006,Sedex,,4,1562.00,7.46,1569.46
ORD-0000118,CUST-000279,2025-08-20,delivered,2025-08-23,2025-08-27,CL,CARR-010,SF Express,,3,1698.00,9.58,1707.58
ORD-0000119,CUST-000235,2024-12-17,cancelled,,,US,,,,2,293.00,23.64,316.64
ORD-0000120,CUST-000660,2025-08-31,processing,,,ES,CARR-006,Sedex,,1,218.00,5.80,223.80
ORD-0000121,CUST-000531,2024-03-02,returned,2024-03-05,2024-03-10,CL,CARR-010,SF Express,,1,452.00,28.18,480.18
ORD-0000122,CUST-000443,2024-12-03,shipped,2024-12-07,,IT,CARR-005,Correios,,2,214.00,0.18,214.18
ORD-0000123,CUST-000301,2023-07-14,delivered,2023-07-16,2023-07-21,US,CARR-003,USPS,,3,1229.00,28.95,1257.95
ORD-0000124,CUST-000356,01/10/2025,delivered,2025-10-05,2025-10-10,US,CARR-003,USPS,,1,574.00,28.66,602.66
ORD-0000125,CUST-000237,2023-12-02,delivered,2023-12-05,2023-12-09,PT,CARR-007,Royal Mail,,3,1110.00,10.45,1120.45
ORD-0000126,CUST-000503,2025-09-28,processing,,,ES,CARR-008,Loomis,,4,2045.00,8.08,2053.08
ORD-0000127,CUST-000254,24/06/2023,delivered,2023-06-26,2023-06-28,US,CARR-002,FedEx,,1,489.00,10.94,499.94
ORD-0000128,CUST-000728,2025-12-01,delivered,2025-12-04,2025-12-11,DE,CARR-009,Aramex,,3,1048.00,28.40,1076.40
ORD-0000129,CUST-000554,2026-04-14,delivered,2026-04-15,2026-04-21,GB,CARR-003,USPS,,1,147.00,4.53,151.53
ORD-0000130,CUST-000199,2024-10-14,cancelled,,,DE,,,,3,2477.00,26.51,2503.51
ORD-0000131,CUST-000115,13/05/2025,shipped,2025-05-16,,FR,CARR-006,Sedex,,4,826.00,23.70,849.70
ORD-0000132,CUST-000196,2023-12-20,delivered,2023-12-24,2024-01-01,BR,CARR-005,Correios,,3,1322.00,14.34,1336.34
ORD-0000133,CUST-000227,2025-07-27,shipped,2025-07-28,,CL,CARR-008,Loomis,,2,285.00,21.26,306.26
ORD-0000134,CUST-000510,2025-07-07,shipped,2025-07-09,,FR,CARR-007,Royal Mail,,1,60.00,13.06,73.06
ORD-0000135,CUST-000671,2023-07-21,delivered,2023-07-25,2023-07-30,AR,CARR-006,Sedex,,1,40.00,14.10,54.10
ORD-0000136,CUST-000184,2024-03-19,delivered,2024-03-20,2024-03-24,CA,CARR-007,Royal Mail,,3,829.00,31.66,860.66
ORD-0000137,CUST-000184,2026-03-25,delivered,2026-03-26,2026-03-31,CA,CARR-008,Loomis,,1,675.00,9.53,684.53
ORD-0000138,CUST-000690,2025-12-02,delivered,2025-12-06,2025-12-12,GB,CARR-008,Loomis,,2,1378.00,10.82,1388.82
ORD-0000139,CUST-000087,2024-09-08,processing,,,CL,CARR-005,Correios,,2,1713.00,6.16,1719.16
ORD-0000140,CUST-000747,2023-12-05,delivered,2023-12-06,2023-12-11,AU,CARR-006,Sedex,,3,2098.00,4.12,2102.12
ORD-0000141,CUST-000775,2023-02-02,cancelled,,,DE,,,,2,196.00,29.51,225.51
ORD-0000142,CUST-000786,2025-11-22,shipped,2025-11-26,,CA,CARR-002,FedEx,,4,4787.00,28.42,4815.42
ORD-0000143,CUST-000287,2024-07-11,cancelled,,,ES,,,,1,198.00,11.48,209.48
ORD-0000144,CUST-000557,2025-12-02,delivered,2025-12-06,2025-12-10,CO,CARR-010,SF Express,,4,744.00,36.03,780.03
ORD-0000145,CUST-000635,2023-04-09,delivered,2023-04-13,2023-04-21,MX,CARR-005,Correios,,1,179.00,3.76,182.76
ORD-0000146,CUST-000375,22/11/2024,delivered,2024-11-26,2024-12-01,AR,CARR-003,USPS,,4,764.00,14.64,778.64
ORD-0000147,CUST-000057,2023-12-03,delivered,2023-12-06,2023-12-11,AR,CARR-010,SF Express,,2,605.00,14.20,619.20
ORD-0000148,CUST-000719,2025-07-23,delivered,2025-07-25,2025-07-31,GB,CARR-009,Aramex,,1,344.00,23.83,367.83
ORD-0000149,CUST-000147,2025-12-02,shipped,2025-12-04,,GB,CARR-010,SF Express,,2,1106.00,8.67,1114.67
ORD-0000150,CUST-000213,2024-05-16,delivered,2024-05-18,2024-05-27,JP,CARR-005,Correios,,3,234.00,19.94,253.94
ORD-0000151,CUST-000209,2025-02-14,returned,2025-02-17,2025-02-22,CO,CARR-010,SF Express,,3,3182.00,29.30,3211.30
ORD-0000152,CUST-000305,2026-01-09,returned,2026-01-10,2026-01-14,BR,CARR-007,Royal Mail,,1,92.00,21.26,113.26
ORD-0000153,CUST-000095,2023-11-20,delivered,2023-11-24,2023-11-29,CA,CARR-006,Sedex,,4,1164.00,3.03,1167.03
ORD-0000154,CUST-000590,2023-07-09,delivered,2023-07-13,2023-07-17,FR,CARR-006,Sedex,,1,2328.00,21.92,2349.92
ORD-0000155,CUST-000284,2024-01-27,delivered,2024-01-29,2024-02-02,MX,CARR-004,DHL,,4,3687.00,34.90,3721.90
ORD-0000156,CUST-000709,2025-12-04,returned,2025-12-08,2025-12-10,US,CARR-002,FedEx,,2,879.00,12.94,891.94
ORD-0000157,CUST-000380,2024-02-03,delivered,2024-02-05,2024-02-09,JP,CARR-004,DHL,,4,1179.00,25.94,1204.94
ORD-0000158,CUST-000408,2024-09-04,delivered,2024-09-06,2024-09-12,JP,CARR-009,Aramex,,4,2947.00,16.83,2963.83
ORD-0000159,CUST-000490,2024-11-29,cancelled,,,BR,,,,2,71.00,25.58,96.58
ORD-0000160,CUST-000252,2023-11-28,delivered,2023-12-01,2023-12-11,DE,CARR-006,Sedex,,2,1357.00,16.54,1373.54
ORD-0000161,CUST-000486,2023-05-26,processing,,,US,CARR-003,USPS,,2,2131.00,30.10,2161.10
ORD-0000162,CUST-000689,2024-11-25,delivered,2024-11-27,2024-12-07,US,CARR-001,UPS,,4,1254.00,15.21,1269.21
ORD-0000163,CUST-000556,2023-12-04,returned,2023-12-05,2023-12-09,AU,CARR-004,DHL,,3,495.00,11.29,506.29
ORD-0000164,CUST-000706,2024-03-23,delivered,2024-03-24,2024-04-01,BR,CARR-005,Correios,,1,314.00,4.79,318.79
ORD-0000165,CUST-000675,2024-05-25,returned,2024-05-29,2024-06-02,AR,CARR-007,Royal Mail,,3,1716.00,15.17,1731.17
ORD-0000166,CUST-000617,2025-12-03,shipped,2025-12-04,,CL,CARR-002,FedEx,,1,301.00,16.48,317.48
ORD-0000167,CUST-000137,2023-08-18,cancelled,,,US,,,,2,298.00,8.30,306.30
ORD-0000168,CUST-000692,2025-02-28,delivered,2025-03-02,2025-03-06,AR,CARR-007,Royal Mail,,3,1972.00,6.26,1978.26
ORD-0000169,CUST-000257,2024-11-20,delivered,2024-11-24,2024-12-01,US,CARR-003,USPS,,2,724.00,14.80,738.80
ORD-0000170,CUST-000518,2023-03-09,delivered,2023-03-13,2023-03-18,US,CARR-003,USPS,,2,1438.00,17.93,1455.93
ORD-0000171,CUST-000300,2024-12-25,delivered,2024-12-27,2025-01-05,US,CARR-005,Correios,,2,895.00,26.90,921.90
ORD-0000172,CUST-000139,2024-11-25,returned,2024-11-28,2024-11-30,AU,CARR-002,FedEx,,3,696.00,25.68,721.68
ORD-0000173,CUST-000115,2025-10-30,delivered,2025-10-31,2025-11-03,FR,CARR-002,FedEx,,4,300.00,27.20,327.20
ORD-0000174,CUST-000571,2023-09-24,cancelled,,,US,,,,1,3537.00,26.85,3563.85
ORD-0000175,CUST-000417,2025-11-30,cancelled,,,US,,,,1,189.00,20.83,209.83
ORD-0000176,CUST-000587,2023-08-20,delivered,2023-08-22,2023-08-28,US,CARR-003,USPS,,4,1418.00,8.93,1426.93
ORD-0000177,CUST-000017,2024-11-21,returned,2024-11-24,2024-11-27,US,CARR-002,FedEx,,1,150.00,14.04,164.04
ORD-0000178,CUST-000770,2024-10-11,shipped,2024-10-15,,MX,CARR-005,Correios,,1,1506.00,15.44,1521.44
ORD-0000179,CUST-000212,2025-08-02,cancelled,,,BR,,,,1,140.00,17.82,157.82
ORD-0000180,CUST-000001,2025-11-23,processing,,,PT,CARR-002,FedEx,,1,588.00,29.71,617.71
ORD-0000181,CUST-000658,2023-03-25,shipped,2023-03-29,,GB,CARR-004,DHL,,4,1407.00,20.77,1427.77
ORD-0000182,CUST-000251,2024-02-29,delivered,2024-03-01,2024-03-04,CA,CARR-002,FedEx,,2,177.00,18.93,195.93
ORD-0000183,CUST-000784,2023-11-01,delivered,2023-11-02,2023-11-11,GB,CARR-005,Correios,,2,189.00,9.83,198.83
ORD-0000184,CUST-000286,2026-02-06,delivered,2026-02-10,2026-02-13,US,CARR-001,UPS,,3,2512.00,27.18,2539.18
ORD-0000185,CUST-000041,2025-03-01,cancelled,,,AR,,,,1,501.00,19.07,520.07
ORD-0000186,CUST-000091,2024-05-20,shipped,2024-05-21,,US,CARR-002,FedEx,,4,1409.00,23.11,1432.11
ORD-0000187,CUST-000616,2023-12-19,processing,,,FR,CARR-007,Royal Mail,,4,641.00,17.00,658.00
ORD-0000188,CUST-000255,2025-02-19,cancelled,,,CA,,,,2,1527.00,16.31,1543.31
ORD-0000189,CUST-000526,2025-02-05,delivered,2025-02-06,2025-02-08,US,CARR-002,FedEx,,3,1295.00,15.53,1310.53
ORD-0000190,CUST-000321,2025-12-01,shipped,2025-12-03,,CO,CARR-004,DHL,,4,1139.00,15.10,1154.10
ORD-0000191,CUST-000264,2026-03-06,delivered,2026-03-10,2026-03-14,MX,CARR-004,DHL,,4,636.00,11.39,647.39
ORD-0000192,CUST-000618,2023-11-25,returned,2023-11-29,2023-12-04,PT,CARR-008,Loomis,,4,3315.00,26.84,3341.84
ORD-0000193,CUST-000514,2023-10-17,delivered,2023-10-19,2023-10-23,MX,CARR-010,SF Express,,4,673.00,14.28,687.28
ORD-0000194,CUST-000239,2023-07-30,delivered,2023-07-31,2023-08-06,DE,CARR-009,Aramex,,2,1233.00,20.51,1253.51
ORD-0000195,CUST-000273,2024-03-18,processing,,,FR,CARR-008,Loomis,,2,3681.00,10.10,3691.10
ORD-0000196,CUST-000506,2025-11-29,shipped,2025-12-03,,CA,CARR-009,Aramex,,2,173.00,24.93,197.93
ORD-0000197,CUST-000531,2025-10-15,delivered,2025-10-18,2025-10-26,CL,CARR-005,Correios,,3,1189.00,30.57,1219.57
ORD-0000198,CUST-000642,2024-01-09,delivered,2024-01-11,2024-01-13,AU,CARR-002,FedEx,,4,1146.00,12.23,1158.23
ORD-0000199,CUST-000446,2023-02-27,delivered,2023-03-03,2023-03-07,BR,CARR-006,Sedex,,2,808.00,33.55,841.55
ORD-0000200,CUST-000175,2025-02-17,delivered,2025-02-19,2025-02-24,BR,CARR-006,Sedex,,3,1151.00,8.57,1159.57
ORD-0000201,CUST-000499,2025-10-04,returned,2025-10-05,2025-10-08,US,CARR-001,UPS,,4,1718.00,12.26,1730.26
ORD-0000202,CUST-000251,2023-06-16,processing,,,CA,CARR-009,Aramex,,1,1864.00,21.71,1885.71
ORD-0000203,CUST-000506,2025-04-07,delivered,2025-04-11,2025-04-16,CA,CARR-010,SF Express,,2,393.00,24.82,417.82
ORD-0000204,CUST-000212,2025-12-06,returned,2025-12-07,2025-12-11,BR,CARR-006,Sedex,,1,674.00,27.65,701.65
ORD-0000205,CUST-000162,2023-03-31,cancelled,,,AR,,,,3,759.00,30.99,789.99
ORD-0000206,CUST-000271,2025-10-01,shipped,2025-10-03,,GB,CARR-001,UPS,,3,2817.00,14.53,2831.53
ORD-0000207,CUST-000457,2025-12-06,delivered,2025-12-09,2025-12-21,CA,CARR-008,Loomis,,2,2870.00,17.09,2887.09
ORD-0000208,CUST-000139,2023-03-14,processing,,,AU,CARR-004,DHL,,3,1130.00,20.48,1150.48
ORD-0000209,CUST-000178,2023-02-18,returned,2023-02-19,2023-02-27,BR,CARR-005,Correios,,2,209.00,16.54,225.54
ORD-0000210,CUST-000081,2025-08-29,delivered,2025-08-31,2025-09-06,US,CARR-003,USPS,,4,696.00,32.55,728.55
ORD-0000211,CUST-000350,2024-04-19,shipped,2024-04-20,,GB,CARR-007,Royal Mail,,1,90.00,29.43,119.43
ORD-0000212,CUST-000736,2024-06-02,delivered,2024-06-03,2024-06-15,CL,CARR-008,Loomis,,4,1667.00,1.22,1668.22
ORD-0000213,CUST-000750,2023-05-24,shipped,2023-05-27,,PT,CARR-009,Aramex,,2,974.00,30.51,1004.51
