review_id,order_id,customer_id,rating,title,body,review_date,verified_purchase
REV-0000059,ORD-0007017,CUST-000351,5,Disappointed,Better than I expected for the price.,2022-12-13,true
REV-0000060,ORD-0000390,CUST-003877,5,Could be better,Build quality is excellent.,2023-12-17,true
REV-0000061,ORD-0006703,CUST-002696,4,Excellent,Item was different from the photos.,2024-01-05,true
REV-0000062,ORD-0000167,CUST-001339,4,Returned,Better than I expected for the price.,2025-01-04,true
REV-0000063,ORD-0005296,CUST-003908,5,Highly recommend,Better than I expected for the price.,2022-08-24,true
REV-0000064,ORD-0005102,CUST-001685,4,Highly recommend,"Average quality, decent value.",2026-02-06,true
REV-0000065,ORD-0003610,CUST-004460,5,Loved it!,Not worth the price.,2023-07-16,true
REV-0000066,ORD-0005014,CUST-002272,4,Disappointed,"Average quality, decent value.",2025-07-19,true
REV-0000067,ORD-0000979,CUST-000833,4,Would buy again,Not worth the price.,2026-01-12,true
REV-0000068,ORD-0006043,CUST-004400,4,Loved it!,Not worth the price.,2023-07-16,true
REV-0000069,ORD-0000026,CUST-003021,5,Disappointed,Better than I expected for the price.,2022-02-11,true
REV-0000070,ORD-0002995,CUST-002570,4,Great purchase,"Average quality, decent value.",2025-12-15,true
REV-0000071,ORD-0004739,CUST-002117,4,Great purchase,Better than I expected for the price.,2025-01-10,true
REV-0000072,ORD-0002939,CUST-000539,5,Disappointed,"Five stars, would recommend.",2022-08-12,true
REV-0000073,ORD-0006290,CUST-000050,4,Loved it!,Item was different from the photos.,2025-01-07,true
REV-0000074,ORD-0002319,CUST-002802,4,Returned,"Five stars, would recommend.",2025-12-31,true
REV-0000075,ORD-0003808,CUST-003984,5,Returned,"Average quality, decent value.",2024-12-27,true
REV-0000076,ORD-0000120,CUST-001621,5,Excellent,"Five stars, would recommend.",2024-12-11,true
REV-0000077,ORD-0003673,CUST-002548,5,Quality issue,Customer service was very responsive.,2025-12-14,true
REV-0000078,ORD-0005236,CUST-003782,5,Loved it!,"Five stars, would recommend.",2023-07-26,true
REV-0000079,ORD-0001251,CUST-001773,5,Returned,Arrived on time and matches the description.,2024-10-13,true
REV-0000080,ORD-0005174,CUST-004550,1,Not what I expected,Not worth the price.,2025-10-05,true
REV-0000081,ORD-0001466,CUST-001378,4,Would buy again,Arrived on time and matches the description.,2024-09-25,true
REV-0000082,ORD-0006780,CUST-001347,5,Could be better,Better than I expected for the price.,2024-12-22,true
REV-0000083,ORD-0006539,CUST-001364,2,Returned,Customer service was very responsive.,2022-12-22,true
REV-0000084,ORD-0007329,CUST-004931,5,Loved it!,"Five stars, would recommend.",2023-09-21,true
REV-0000085,ORD-0003745,CUST-004026,5,Loved it!,Better than I expected for the price.,2023-12-10,true
REV-0000086,ORD-0004487,CUST-004377,2,Returned,Not worth the price.,2023-08-08,true
REV-0000087,ORD-0007231,CUST-003773,5,Disappointed,Better than I expected for the price.,2024-03-30,true
REV-0000088,ORD-0002212,CUST-000713,5,Quality issue,Arrived on time and matches the description.,2025-03-06,true
REV-0000089,ORD-0000327,CUST-000024,4,Not what I expected,"Average quality, decent value.",2025-11-16,true
REV-0000090,ORD-0006523,CUST-001300,5,Returned,Arrived on time and matches the description.,2025-12-11,true
REV-0000091,ORD-0000929,CUST-000510,4,Quality issue,"Damaged when it arrived, returned right away.",2022-08-11,true
REV-0000092,ORD-0002170,CUST-002391,5,Disappointed,"Five stars, would recommend.",2025-01-16,true
REV-0000093,ORD-0003699,CUST-002755,5,Would buy again,Better than I expected for the price.,2024-01-24,true
REV-0000094,ORD-0007040,CUST-004258,4,Would buy again,Shipping took longer than promised.,2024-01-10,true
REV-0000095,ORD-0003617,CUST-002682,4,Loved it!,"Damaged when it arrived, returned right away.",2023-08-05,true
REV-0000096,ORD-0002155,CUST-001349,4,Highly recommend,"Five stars, would recommend.",2023-10-06,true
REV-0000097,ORD-0005282,CUST-000180,3,Returned,Build quality is excellent.,2024-12-23,true
REV-0000098,ORD-0004048,CUST-003902,5,Returned,Customer service was very responsive.,2025-11-04,true
REV-0000099,ORD-0005030,CUST-002141,5,Excellent,"Average quality, decent value.",2025-12-25,true
REV-0000100,ORD-0001425,CUST-002557,3,Returned,Shipping took longer than promised.,2024-03-11,true
REV-0000101,ORD-0005558,CUST-000135,4,Excellent,"Average quality, decent value.",2022-12-24,true
REV-0000102,ORD-0005122,CUST-001051,5,Disappointed,Item was different from the photos.,2025-11-20,true
REV-0000103,ORD-0001350,CUST-000446,4,Returned,Build quality is excellent.,2024-05-30,true
REV-0000104,ORD-0003541,CUST-004292,3,Returned,Build quality is excellent.,2025-01-18,true
REV-0000105,ORD-0000691,CUST-003382,5,Quality issue,Arrived on time and matches the description.,2024-09-07,true
REV-0000106,ORD-0006388,CUST-001464,5,Returned,Better than I expected for the price.,2024-11-06,true
REV-0000107,ORD-0005263,CUST-000839,5,Excellent,Shipping took longer than promised.,2025-07-05,true
REV-0000108,ORD-0003625,CUST-004373,4,Loved it!,Arrived on time and matches the description.,2025-12-22,true
REV-0000109,ORD-0000021,CUST-000386,4,Highly recommend,Build quality is excellent.,2022-12-08,true
REV-0000110,ORD-0003214,CUST-001449,5,Could be better,Arrived on time and matches the description.,2024-06-06,true
REV-0000111,ORD-0001062,CUST-002810,4,Not what I expected,"Average quality, decent value.",2024-12-11,true
REV-0000112,ORD-0000377,CUST-001533,5,Excellent,Shipping took longer than promised.,2025-11-27,true
REV-0000113,ORD-0000292,CUST-004319,5,Not what I expected,"Five stars, would recommend.",2024-05-05,true
REV-0000114,ORD-0001475,CUST-002999,3,Excellent,Better than I expected for the price.,2023-09-22,true
REV-0000115,ORD-0001260,CUST-002638,5,Returned,Build quality is excellent.,2026-01-12,true
REV-0000116,ORD-0006515,CUST-002448,5,Returned,"Average quality, decent value.",2023-05-05,true
REV-0000117,ORD-0001517,CUST-003518,5,Returned,Arrived on time and matches the description.,2025-08-12,true
REV-0000118,ORD-0005941,CUST-001713,3,Would buy again,Shipping took longer than promised.,2024-10-16,true
REV-0000119,ORD-0007229,CUST-002203,2,Quality issue,Customer service was very responsive.,2025-01-07,true
REV-0000120,ORD-0000437,CUST-000531,5,Loved it!,"Average quality, decent value.",2025-01-13,true
REV-0000121,ORD-0004910,CUST-001239,5,Disappointed,Not worth the price.,2024-07-21,true
REV-0000122,ORD-0004565,CUST-003648,5,Loved it!,Build quality is excellent.,2025-12-23,true
REV-0000123,ORD-0003413,CUST-004604,5,Would buy again,"Five stars, would recommend.",2025-12-20,true
REV-0000124,ORD-0002181,CUST-000905,5,Great purchase,Shipping took longer than promised.,2025-08-26,true
REV-0000125,ORD-0002958,CUST-001422,5,Could be better,Better than I expected for the price.,2025-01-07,true
REV-0000126,ORD-0006597,CUST-004174,4,Returned,Shipping took longer than promised.,2023-01-28,true
REV-0000127,ORD-0002236,CUST-000049,5,Disappointed,Customer service was very responsive.,2025-09-03,true
REV-0000128,ORD-0002244,CUST-002979,3,Great purchase,"Five stars, would recommend.",2024-01-02,true
REV-0000129,ORD-0001172,CUST-001683,5,Returned,Item was different from the photos.,2022-04-18,true
REV-0000130,ORD-0002268,CUST-001341,4,Excellent,Shipping took longer than promised.,2023-12-20,true
REV-0000131,ORD-0001149,CUST-001101,5,Highly recommend,Better than I expected for the price.,2024-08-16,true
REV-0000132,ORD-0001326,CUST-004262,5,Great purchase,Arrived on time and matches the description.,2022-12-24,true
REV-0000133,ORD-0002335,CUST-002311,3,Quality issue,"Five stars, would recommend.",2025-06-02,true
REV-0000134,ORD-0006116,CUST-001944,4,Quality issue,Item was different from the photos.,2024-05-24,true
REV-0000135,ORD-0001640,CUST-003161,1,Would buy again,"Five stars, would recommend.",2025-12-28,true
REV-0000136,ORD-0006386,CUST-000143,5,Loved it!,Customer service was very responsive.,2024-12-25,true
REV-0000137,ORD-0005165,CUST-000181,5,Excellent,"Average quality, decent value.",2023-12-20,true
REV-0000138,ORD-0003555,CUST-002031,5,Not what I expected,Build quality is excellent.,2024-01-24,true
REV-0000139,ORD-0003676,CUST-000304,5,Great purchase,Item was different from the photos.,2022-12-25,true
REV-0000140,ORD-0000643,CUST-004686,4,Could be better,"Damaged when it arrived, returned right away.",2025-12-12,true
REV-0000141,ORD-0000372,CUST-002946,2,Great purchase,"Five stars, would recommend.",2022-12-22,true
REV-0000142,ORD-0007351,CUST-004747,4,Disappointed,"Damaged when it arrived, returned right away.",2025-02-06,true
REV-0000143,ORD-0004139,CUST-004626,5,Great purchase,"Damaged when it arrived, returned right away.",2023-02-09,true
REV-0000144,ORD-0004323,CUST-004047,5,Excellent,Customer service was very responsive.,2023-07-06,true
REV-0000145,ORD-0000470,CUST-004512,5,Returned,Build quality is excellent.,2025-09-18,true
REV-0000146,ORD-0001701,CUST-000370,5,Loved it!,"Damaged when it arrived, returned right away.",2025-05-21,true
REV-0000147,ORD-0004881,CUST-004756,5,Great purchase,Customer service was very responsive.,2025-12-06,true
REV-0000148,ORD-0002037,CUST-003594,5,Quality issue,"Average quality, decent value.",2026-04-14,true
REV-0000149,ORD-0002686,CUST-004559,5,Quality issue,Better than I expected for the price.,2025-01-12,true
REV-0000150,ORD-0006052,CUST-002069,4,Quality issue,"Average quality, decent value.",2026-01-19,true
REV-0000151,ORD-0002834,CUST-003141,3,Would buy again,Better than I expected for the price.,2023-09-17,true
REV-0000152,ORD-0002793,CUST-000604,3,Disappointed,Better than I expected for the price.,2024-07-29,true
REV-0000153,ORD-0004006,CUST-001482,4,Great purchase,Shipping took longer than promised.,2024-05-19,true
REV-0000154,ORD-0000037,CUST-004336,3,Great purchase,Arrived on time and matches the description.,2022-12-20,true
REV-0000155,ORD-0004969,CUST-002372,4,Quality issue,"Average quality, decent value.",2023-12-12,true
REV-0000156,ORD-0004433,CUST-004619,5,Quality issue,Not worth the price.,2025-03-12,true
REV-0000157,ORD-0006787,CUST-003248,5,Highly recommend,Customer service was very responsive.,2023-01-14,true
REV-0000158,ORD-0004211,CUST-002712,3,Quality issue,"Average quality, decent value.",2024-06-10,true
REV-0000159,ORD-0003796,CUST-002113,3,Loved it!,Arrived on time and matches the description.,2025-12-07,true
REV-0000160,ORD-0006954,CUST-000403,3,Great purchase,Better than I expected for the price.,2024-04-27,true
REV-0000161,ORD-0005242,CUST-002736,5,Would buy again,Customer service was very responsive.,2024-12-21,true
REV-0000162,ORD-0000067,CUST-001250,3,Great purchase,Build quality is excellent.,2025-01-05,true
REV-0000163,ORD-0006629,CUST-002909,5,Loved it!,"Damaged when it arrived, returned right away.",2024-07-07,true
REV-0000164,ORD-0005919,CUST-004134,2,Great purchase,Item was different from the photos.,2024-01-04,true
REV-0000165,ORD-0002178,CUST-001068,4,Could be better,"Average quality, decent value.",2024-01-15,true
REV-0000166,ORD-0004537,CUST-000268,4,Quality issue,Shipping took longer than promised.,2025-12-29,true
REV-0000167,ORD-0006914,CUST-004897,2,Could be better,Item was different from the photos.,2025-03-30,true
REV-0000168,ORD-0001515,CUST-003591,4,Returned,Customer service was very responsive.,2023-05-19,true
REV-0000169,ORD-0006315,CUST-001891,5,Great purchase,Shipping took longer than promised.,2023-06-10,true
REV-0000170,ORD-0004593,CUST-002495,4,Not what I expected,Better than I expected for the price.,2026-04-01,true
REV-0000171,ORD-0003448,CUST-004478,5,Returned,Customer service was very responsive.,2025-12-25,true
REV-0000172,ORD-0004057,CUST-000475,5,Not what I expected,"Damaged when it arrived, returned right away.",2025-05-18,true
REV-0000173,ORD-0005086,CUST-003974,3,Loved it!,Build quality is excellent.,2025-09-30,true
REV-0000174,ORD-0004300,CUST-002345,3,Excellent,Item was different from the photos.,2025-11-09,true
REV-0000175,ORD-0005083,CUST-001469,4,Great purchase,Better than I expected for the price.,2023-11-20,true
REV-0000176,ORD-0005207,CUST-002680,4,Highly recommend,Customer service was very responsive.,2025-02-20,true
REV-0000177,ORD-0004854,CUST-001691,3,Loved it!,Item was different from the photos.,2024-01-03,true
REV-0000178,ORD-0001213,CUST-000027,4,Would buy again,Shipping took longer than promised.,2023-04-13,true
REV-0000179,ORD-0002707,CUST-002319,4,Would buy again,"Damaged when it arrived, returned right away.",2025-09-30,true
REV-0000180,ORD-0000051,CUST-001441,4,Excellent,Item was different from the photos.,2024-11-16,true
REV-0000181,ORD-0003864,CUST-002212,4,Returned,"Average quality, decent value.",2024-12-14,true
REV-0000182,ORD-0002044,CUST-003953,5,Would buy again,Better than I expected for the price.,2025-12-26,true
REV-0000183,ORD-0002012,CUST-001500,3,Excellent,Shipping took longer than promised.,2023-07-21,true
REV-0000184,ORD-0007309,CUST-004917,3,Excellent,Shipping took longer than promised.,2024-02-08,true
REV-0000185,ORD-0003094,CUST-001299,4,Could be better,Build quality is excellent.,2024-01-10,true
REV-0000186,ORD-0005149,CUST-004171,1,Quality issue,Better than I expected for the price.,2025-07-09,true
REV-0000187,ORD-0003846,CUST-000284,3,Quality issue,"Five stars, would recommend.",2024-12-24,true
REV-0000188,ORD-0001839,CUST-002405,4,Returned,Customer service was very responsive.,2025-05-05,true
REV-0000189,ORD-0002421,CUST-002855,3,Disappointed,"Damaged when it arrived, returned right away.",2025-05-09,true
REV-0000190,ORD-0002490,CUST-004897,5,Great purchase,"Damaged when it arrived, returned right away.",2023-01-13,true
REV-0000191,ORD-0006968,CUST-002984,4,Would buy again,Build quality is excellent.,2023-10-23,true
REV-0000192,ORD-0002090,CUST-004175,2,Not what I expected,Not worth the price.,2023-08-31,true
REV-0000193,ORD-0001730,CUST-004565,5,Disappointed,Build quality is excellent.,2022-09-05,true
REV-0000194,ORD-0003640,CUST-003233,5,Highly recommend,"Five stars, would recommend.",2025-01-20,true
REV-0000195,ORD-0005159,CUST-001396,4,Disappointed,"Damaged when it arrived, returned right away.",2024-05-29,true
REV-0000196,ORD-0002647,CUST-002142,3,Not what I expected,"Five stars, would recommend.",2023-05-24,true
REV-0000197,ORD-0007468,CUST-001578,4,Loved it!,"Damaged when it arrived, returned right away.",2023-09-21,true
REV-0000198,ORD-0001884,CUST-004101,2,Great purchase,Item was different from the photos.,2024-04-11,true
REV-0000199,ORD-0005865,CUST-001254,2,Great purchase,Shipping took longer than promised.,2025-10-20,true
REV-0000200,ORD-0005372,CUST-004533,5,Would buy again,Customer service was very responsive.,2023-04-27,true
REV-0000201,ORD-0006419,CUST-004388,3,Would buy again,Shipping took longer than promised.,2024-10-29,true
REV-0000202,ORD-0004653,CUST-001228,4,Disappointed,"Damaged when it arrived, returned right away.",2025-06-11,true
REV-0000203,ORD-0002019,CUST-001909,5,Quality issue,Not worth the price.,2024-12-14,true
REV-0000204,ORD-0000735,CUST-000964,4,Returned,"Five stars, would recommend.",2025-08-06,true
REV-0000205,ORD-0007210,CUST-000543,5,Would buy again,Shipping took longer than promised.,2023-06-08,true
REV-0000206,ORD-0002033,CUST-004944,3,Would buy again,"Average quality, decent value.",2024-06-21,true
REV-0000207,ORD-0004913,CUST-004835,4,Excellent,Shipping took longer than promised.,2022-12-30,true
REV-0000208,ORD-0006681,CUST-003245,3,Quality issue,Build quality is excellent.,2025-04-26,true
REV-0000209,ORD-0007285,CUST-001218,2,Would buy again,Not worth the price.,2024-03-12,true
REV-0000210,ORD-0006447,CUST-002372,5,Excellent,"Average quality, decent value.",2023-01-10,true
REV-0000211,ORD-0002417,CUST-002686,5,Excellent,Customer service was very responsive.,2022-03-21,true
REV-0000212,ORD-0002181,CUST-000905,5,Returned,"Damaged when it arrived, returned right away.",2025-08-16,true
REV-0000213,ORD-0006700,CUST-004032,4,Quality issue,Shipping took longer than promised.,2025-08-09,true
REV-0000214,ORD-0001054,CUST-002760,3,Not what I expected,Customer service was very responsive.,2025-04-24,true
REV-0000215,ORD-0000517,CUST-004021,3,Excellent,"Five stars, would recommend.",2022-08-31,true
REV-0000216,ORD-0003035,CUST-002121,5,Highly recommend,Build quality is excellent.,2024-12-28,true
REV-0000217,ORD-0004256,CUST-004693,5,Great purchase,Better than I expected for the price.,2025-08-30,true
REV-0000218,ORD-0006762,CUST-000378,1,Disappointed,"Damaged when it arrived, returned right away.",2025-08-06,true
REV-0000219,ORD-0002770,CUST-003296,5,Loved it!,Not worth the price.,2026-04-21,true
REV-0000220,ORD-0004283,CUST-003441,4,Returned,Build quality is excellent.,2025-01-11,true
REV-0000221,ORD-0005936,CUST-001562,4,Excellent,"Average quality, decent value.",2025-12-08,true
REV-0000222,ORD-0003897,CUST-000463,3,Quality issue,"Average quality, decent value.",2024-09-27,true
REV-0000223,ORD-0002275,CUST-001940,5,Excellent,Not worth the price.,2023-02-11,true
REV-0000224,ORD-0000144,CUST-001768,5,Loved it!,Build quality is excellent.,2026-02-19,true
REV-0000225,ORD-0006838,CUST-000940,4,Highly recommend,"Average quality, decent value.",2025-12-09,true
REV-0000226,ORD-0003420,CUST-003104,4,Disappointed,Customer service was very responsive.,2025-12-13,true
REV-0000227,ORD-0001408,CUST-002830,1,Not what I expected,Customer service was very responsive.,2025-01-01,true
REV-0000228,ORD-0002380,CUST-002811,4,Could be better,Build quality is excellent.,2024-05-19,true
REV-0000229,ORD-0002347,CUST-000008,5,Quality issue,Arrived on time and matches the description.,2024-08-23,true
REV-0000230,ORD-0005815,CUST-001526,1,Would buy again,Not worth the price.,2023-11-16,true
REV-0000231,ORD-0006061,CUST-001777,5,Not what I expected,Not worth the price.,2023-04-25,true
REV-0000232,ORD-0002691,CUST-004598,3,Would buy again,Arrived on time and matches the description.,2023-09-02,true
REV-0000233,ORD-0002394,CUST-000912,5,Highly recommend,"Damaged when it arrived, returned right away.",2025-07-30,true
REV-0000234,ORD-0001010,CUST-001428,5,Excellent,"Five stars, would recommend.",2022-11-08,true
REV-0000235,ORD-0006546,CUST-003872,4,Quality issue,"Five stars, would recommend.",2025-06-28,true
REV-0000236,ORD-0002609,CUST-001697,5,Highly recommend,Not worth the price.,2024-08-12,true
REV-0000237,ORD-0003176,CUST-003855,5,Could be better,Item was different from the photos.,2025-12-16,true
REV-0000238,ORD-0002133,CUST-002260,5,Disappointed,Shipping took longer than promised.,2024-03-16,true
REV-0000239,ORD-0001678,CUST-000255,4,Loved it!,"Five stars, would recommend.",2025-03-01,true
REV-0000240,ORD-0003607,CUST-001102,4,Disappointed,Not worth the price.,2025-07-16,true
REV-0000241,ORD-0001187,CUST-002998,5,Not what I expected,Customer service was very responsive.,2026-05-11,true
REV-0000242,ORD-0003120,CUST-000288,3,Would buy again,"Five stars, would recommend.",2023-08-23,true
REV-0000243,ORD-0006161,CUST-004252,5,Highly recommend,Shipping took longer than promised.,2025-11-20,true
REV-0000244,ORD-0003839,CUST-000077,5,Quality issue,Arrived on time and matches the description.,2025-10-27,true
REV-0000245,ORD-0002233,CUST-001388,5,Would buy again,Better than I expected for the price.,2023-10-08,true
REV-0000246,ORD-0004765,CUST-000858,3,Disappointed,Arrived on time and matches the description.,2025-11-04,true
REV-0000247,ORD-0000472,CUST-000035,5,Returned,Shipping took longer than promised.,2025-01-30,true
REV-0000248,ORD-0006447,CUST-002372,5,Could be better,Shipping took longer than promised.,2022-12-17,true
REV-0000249,ORD-0001347,CUST-003708,4,Highly recommend,Build quality is excellent.,2025-07-08,true
REV-0000250,ORD-0003950,CUST-003800,4,Highly recommend,Customer service was very responsive.,2026-02-14,true
REV-0000251,ORD-0005876,CUST-001182,5,Disappointed,"Average quality, decent value.",2025-01-07,true
REV-0000252,ORD-0002695,CUST-001752,4,Highly recommend,"Damaged when it arrived, returned right away.",2025-01-15,true
REV-0000253,ORD-0005272,CUST-002501,5,Would buy again,"Damaged when it arrived, returned right away.",2022-07-28,true
REV-0000254,ORD-0002751,CUST-002819,5,Not what I expected,Build quality is excellent.,2023-07-31,true
REV-0000255,ORD-0006391,CUST-004646,3,Great purchase,Not worth the price.,2026-01-04,true
REV-0000256,ORD-0000283,CUST-004308,5,Highly recommend,Build quality is excellent.,2025-02-27,true
REV-0000257,ORD-0003738,CUST-003171,5,Loved it!,Better than I expected for the price.,2023-12-06,true
REV-0000258,ORD-0003899,CUST-004741,3,Disappointed,"Damaged when it arrived, returned right away.",2025-09-24,true
REV-0000259,ORD-0003495,CUST-004099,1,Excellent,Customer service was very responsive.,2024-12-30,true
REV-0000260,ORD-0003098,CUST-002595,1,Loved it!,"Five stars, would recommend.",2025-07-07,true
REV-0000261,ORD-0006183,CUST-000961,4,Great purchase,Arrived on time and matches the description.,2022-03-14,true
REV-0000262,ORD-0000749,CUST-003390,4,Loved it!,"Average quality, decent value.",2025-08-30,true
REV-0000263,ORD-0005268,CUST-004695,3,Not what I expected,Not worth the price.,2025-10-15,true
REV-0000264,ORD-0006207,CUST-000271,4,Loved it!,Not worth the price.,2025-01-18,true
REV-0000265,ORD-0002159,CUST-004365,3,Highly recommend,"Damaged when it arrived, returned right away.",2024-12-25,true
REV-0000266,ORD-0005426,CUST-004714,5,Great purchase,"Five stars, would recommend.",2026-01-04,true
REV-0000267,ORD-0000236,CUST-000739,4,Disappointed,Customer service was very responsive.,2025-04-24,true
REV-0000268,ORD-0003956,CUST-000639,1,Disappointed,Item was different from the photos.,2024-01-22,true
REV-0000269,ORD-0000855,CUST-002085,5,Highly recommend,"Average quality, decent value.",2025-08-23,true
REV-0000270,ORD-0002931,CUST-004912,4,Loved it!,Item was different from the photos.,2024-12-31,true
REV-0000271,ORD-0001190,CUST-002130,4,Could be better,Item was different from the photos.,2026-01-10,true
REV-0000272,ORD-0005988,CUST-004455,4,Quality issue,"Damaged when it arrived, returned right away.",2025-01-26,true
REV-0000273,ORD-0004225,CUST-004250,2,Returned,"Average quality, decent value.",2024-06-09,true
REV-0000274,ORD-0004003,CUST-003903,4,Excellent,"Damaged when it arrived, returned right away.",2025-06-10,true
REV-0000275,ORD-0004370,CUST-003117,5,Disappointed,Build quality is excellent.,2023-12-10,true
REV-0000276,ORD-0004367,CUST-000516,5,Excellent,Customer service was very responsive.,2024-10-06,true
