date_key,year,month,day,day_of_week,quarter,is_weekend,is_black_friday,is_cyber_monday,is_christmas_eve,is_new_year
2022-02-15,2022,2,15,Tuesday,Q1,false,false,false,false,false
2022-02-16,2022,2,16,Wednesday,Q1,false,false,false,false,false
2022-02-17,2022,2,17,Thursday,Q1,false,false,false,false,false
2022-02-18,2022,2,18,Friday,Q1,false,false,false,false,false
2022-02-19,2022,2,19,Saturday,Q1,true,false,false,false,false
2022-02-20,2022,2,20,Sunday,Q1,true,false,false,false,false
2022-02-21,2022,2,21,Monday,Q1,false,false,false,false,false
2022-02-22,2022,2,22,Tuesday,Q1,false,false,false,false,false
2022-02-23,2022,2,23,Wednesday,Q1,false,false,false,false,false
2022-02-24,2022,2,24,Thursday,Q1,false,false,false,false,false
2022-02-25,2022,2,25,Friday,Q1,false,false,false,false,false
2022-02-26,2022,2,26,Saturday,Q1,true,false,false,false,false
2022-02-27,2022,2,27,Sunday,Q1,true,false,false,false,false
2022-02-28,2022,2,28,Monday,Q1,false,false,false,false,false
2022-03-01,2022,3,1,Tuesday,Q1,false,false,false,false,false
2022-03-02,2022,3,2,Wednesday,Q1,false,false,false,false,false
2022-03-03,2022,3,3,Thursday,Q1,false,false,false,false,false
2022-03-04,2022,3,4,Friday,Q1,false,false,false,false,false
2022-03-05,2022,3,5,Saturday,Q1,true,false,false,false,false
2022-03-06,2022,3,6,Sunday,Q1,true,false,false,false,false
2022-03-07,2022,3,7,Monday,Q1,false,false,false,false,false
2022-03-08,2022,3,8,Tuesday,Q1,false,false,false,false,false
2022-03-09,2022,3,9,Wednesday,Q1,false,false,false,false,false
2022-03-10,2022,3,10,Thursday,Q1,false,false,false,false,false
2022-03-11,2022,3,11,Friday,Q1,false,false,false,false,false
2022-03-12,2022,3,12,Saturday,Q1,true,false,false,false,false
2022-03-13,2022,3,13,Sunday,Q1,true,false,false,false,false
2022-03-14,2022,3,14,Monday,Q1,false,false,false,false,false
2022-03-15,2022,3,15,Tuesday,Q1,false,false,false,false,false
2022-03-16,2022,3,16,Wednesday,Q1,false,false,false,false,false
2022-03-17,2022,3,17,Thursday,Q1,false,false,false,false,false
2022-03-18,2022,3,18,Friday,Q1,false,false,false,false,false
2022-03-19,2022,3,19,Saturday,Q1,true,false,false,false,false
2022-03-20,2022,3,20,Sunday,Q1,true,false,false,false,false
2022-03-21,2022,3,21,Monday,Q1,false,false,false,false,false
2022-03-22,2022,3,22,Tuesday,Q1,false,false,false,false,false
2022-03-23,2022,3,23,Wednesday,Q1,false,false,false,false,false
2022-03-24,2022,3,24,Thursday,Q1,false,false,false,false,false
2022-03-25,2022,3,25,Friday,Q1,false,false,false,false,false
2022-03-26,2022,3,26,Saturday,Q1,true,false,false,false,false
2022-03-27,2022,3,27,Sunday,Q1,true,false,false,false,false
2022-03-28,2022,3,28,Monday,Q1,false,false,false,false,false
2022-03-29,2022,3,29,Tuesday,Q1,false,false,false,false,false
2022-03-30,2022,3,30,Wednesday,Q1,false,false,false,false,false
2022-03-31,2022,3,31,Thursday,Q1,false,false,false,false,false
2022-04-01,2022,4,1,Friday,Q2,false,false,false,false,false
2022-04-02,2022,4,2,Saturday,Q2,true,false,false,false,false
2022-04-03,2022,4,3,Sunday,Q2,true,false,false,false,false
2022-04-04,2022,4,4,Monday,Q2,false,false,false,false,false
2022-04-05,2022,4,5,Tuesday,Q2,false,false,false,false,false
2022-04-06,2022,4,6,Wednesday,Q2,false,false,false,false,false
2022-04-07,2022,4,7,Thursday,Q2,false,false,false,false,false
2022-04-08,2022,4,8,Friday,Q2,false,false,false,false,false
2022-04-09,2022,4,9,Saturday,Q2,true,false,false,false,false
2022-04-10,2022,4,10,Sunday,Q2,true,false,false,false,false
2022-04-11,2022,4,11,Monday,Q2,false,false,false,false,false
2022-04-12,2022,4,12,Tuesday,Q2,false,false,false,false,false
2022-04-13,2022,4,13,Wednesday,Q2,false,false,false,false,false
2022-04-14,2022,4,14,Thursday,Q2,false,false,false,false,false
2022-04-15,2022,4,15,Friday,Q2,false,false,false,false,false
2022-04-16,2022,4,16,Saturday,Q2,true,false,false,false,false
2022-04-17,2022,4,17,Sunday,Q2,true,false,false,false,false
2022-04-18,2022,4,18,Monday,Q2,false,false,false,false,false
2022-04-19,2022,4,19,Tuesday,Q2,false,false,false,false,false
2022-04-20,2022,4,20,Wednesday,Q2,false,false,false,false,false
2022-04-21,2022,4,21,Thursday,Q2,false,false,false,false,false
2022-04-22,2022,4,22,Friday,Q2,false,false,false,false,false
2022-04-23,2022,4,23,Saturday,Q2,true,false,false,false,false
2022-04-24,2022,4,24,Sunday,Q2,true,false,false,false,false
2022-04-25,2022,4,25,Monday,Q2,false,false,false,false,false
2022-04-26,2022,4,26,Tuesday,Q2,false,false,false,false,false
2022-04-27,2022,4,27,Wednesday,Q2,false,false,false,false,false
2022-04-28,2022,4,28,Thursday,Q2,false,false,false,false,false
2022-04-29,2022,4,29,Friday,Q2,false,false,false,false,false
2022-04-30,2022,4,30,Saturday,Q2,true,false,false,false,false
2022-05-01,2022,5,1,Sunday,Q2,true,false,false,false,false
2022-05-02,2022,5,2,Monday,Q2,false,false,false,false,false
2022-05-03,2022,5,3,Tuesday,Q2,false,false,false,false,false
2022-05-04,2022,5,4,Wednesday,Q2,false,false,false,false,false
2022-05-05,2022,5,5,Thursday,Q2,false,false,false,false,false
2022-05-06,2022,5,6,Friday,Q2,false,false,false,false,false
2022-05-07,2022,5,7,Saturday,Q2,true,false,false,false,false
2022-05-08,2022,5,8,Sunday,Q2,true,false,false,false,false
2022-05-09,2022,5,9,Monday,Q2,false,false,false,false,false
2022-05-10,2022,5,10,Tuesday,Q2,false,false,false,false,false
2022-05-11,2022,5,11,Wednesday,Q2,false,false,false,false,false
2022-05-12,2022,5,12,Thursday,Q2,false,false,false,false,false
2022-05-13,2022,5,13,Friday,Q2,false,false,false,false,false
2022-05-14,2022,5,14,Saturday,Q2,true,false,false,false,false
2022-05-15,2022,5,15,Sunday,Q2,true,false,false,false,false
2022-05-16,2022,5,16,Monday,Q2,false,false,false,false,false
2022-05-17,2022,5,17,Tuesday,Q2,false,false,false,false,false
2022-05-18,2022,5,18,Wednesday,Q2,false,false,false,false,false
2022-05-19,2022,5,19,Thursday,Q2,false,false,false,false,false
2022-05-20,2022,5,20,Friday,Q2,false,false,false,false,false
2022-05-21,2022,5,21,Saturday,Q2,true,false,false,false,false
2022-05-22,2022,5,22,Sunday,Q2,true,false,false,false,false
2022-05-23,2022,5,23,Monday,Q2,false,false,false,false,false
2022-05-24,2022,5,24,Tuesday,Q2,false,false,false,false,false
2022-05-25,2022,5,25,Wednesday,Q2,false,false,false,false,false
2022-05-26,2022,5,26,Thursday,Q2,false,false,false,false,false
2022-05-27,2022,5,27,Friday,Q2,false,false,false,false,false
2022-05-28,2022,5,28,Saturday,Q2,true,false,false,false,false
2022-05-29,2022,5,29,Sunday,Q2,true,false,false,false,false
2022-05-30,2022,5,30,Monday,Q2,false,false,false,false,false
2022-05-31,2022,5,31,Tuesday,Q2,false,false,false,false,false
2022-06-01,2022,6,1,Wednesday,Q2,false,false,false,false,false
2022-06-02,2022,6,2,Thursday,Q2,false,false,false,false,false
2022-06-03,2022,6,3,Friday,Q2,false,false,false,false,false
2022-06-04,2022,6,4,Saturday,Q2,true,false,false,false,false
2022-06-05,2022,6,5,Sunday,Q2,true,false,false,false,false
2022-06-06,2022,6,6,Monday,Q2,false,false,false,false,false
2022-06-07,2022,6,7,Tuesday,Q2,false,false,false,false,false
2022-06-08,2022,6,8,Wednesday,Q2,false,false,false,false,false
2022-06-09,2022,6,9,Thursday,Q2,false,false,false,false,false
2022-06-10,2022,6,10,Friday,Q2,false,false,false,false,false
2022-06-11,2022,6,11,Saturday,Q2,true,false,false,false,false
2022-06-12,2022,6,12,Sunday,Q2,true,false,false,false,false
2022-06-13,2022,6,13,Monday,Q2,false,false,false,false,false
2022-06-14,2022,6,14,Tuesday,Q2,false,false,false,false,false
2022-06-15,2022,6,15,Wednesday,Q2,false,false,false,false,false
2022-06-16,2022,6,16,Thursday,Q2,false,false,false,false,false
2022-06-17,2022,6,17,Friday,Q2,false,false,false,false,false
2022-06-18,2022,6,18,Saturday,Q2,true,false,false,false,false
2022-06-19,2022,6,19,Sunday,Q2,true,false,false,false,false
2022-06-20,2022,6,20,Monday,Q2,false,false,false,false,false
2022-06-21,2022,6,21,Tuesday,Q2,false,false,false,false,false
2022-06-22,2022,6,22,Wednesday,Q2,false,false,false,false,false
2022-06-23,2022,6,23,Thursday,Q2,false,false,false,false,false
2022-06-24,2022,6,24,Friday,Q2,false,false,false,false,false
2022-06-25,2022,6,25,Saturday,Q2,true,false,false,false,false
2022-06-26,2022,6,26,Sunday,Q2,true,false,false,false,false
2022-06-27,2022,6,27,Monday,Q2,false,false,false,false,false
2022-06-28,2022,6,28,Tuesday,Q2,false,false,false,false,false
2022-06-29,2022,6,29,Wednesday,Q2,false,false,false,false,false
2022-06-30,2022,6,30,Thursday,Q2,false,false,false,false,false
2022-07-01,2022,7,1,Friday,Q3,false,false,false,false,false
2022-07-02,2022,7,2,Saturday,Q3,true,false,false,false,false
2022-07-03,2022,7,3,Sunday,Q3,true,false,false,false,false
2022-07-04,2022,7,4,Monday,Q3,false,false,false,false,false
2022-07-05,2022,7,5,Tuesday,Q3,false,false,false,false,false
2022-07-06,2022,7,6,Wednesday,Q3,false,false,false,false,false
2022-07-07,2022,7,7,Thursday,Q3,false,false,false,false,false
2022-07-08,2022,7,8,Friday,Q3,false,false,false,false,false
2022-07-09,2022,7,9,Saturday,Q3,true,false,false,false,false
2022-07-10,2022,7,10,Sunday,Q3,true,false,false,false,false
2022-07-11,2022,7,11,Monday,Q3,false,false,false,false,false
2022-07-12,2022,7,12,Tuesday,Q3,false,false,false,false,false
2022-07-13,2022,7,13,Wednesday,Q3,false,false,false,false,false
2022-07-14,2022,7,14,Thursday,Q3,false,false,false,false,false
2022-07-15,2022,7,15,Friday,Q3,false,false,false,false,false
2022-07-16,2022,7,16,Saturday,Q3,true,false,false,false,false
2022-07-17,2022,7,17,Sunday,Q3,true,false,false,false,false
2022-07-18,2022,7,18,Monday,Q3,false,false,false,false,false
2022-07-19,2022,7,19,Tuesday,Q3,false,false,false,false,false
2022-07-20,2022,7,20,Wednesday,Q3,false,false,false,false,false
2022-07-21,2022,7,21,Thursday,Q3,false,false,false,false,false
2022-07-22,2022,7,22,Friday,Q3,false,false,false,false,false
2022-07-23,2022,7,23,Saturday,Q3,true,false,false,false,false
2022-07-24,2022,7,24,Sunday,Q3,true,false,false,false,false
2022-07-25,2022,7,25,Monday,Q3,false,false,false,false,false
2022-07-26,2022,7,26,Tuesday,Q3,false,false,false,false,false
2022-07-27,2022,7,27,Wednesday,Q3,false,false,false,false,false
2022-07-28,2022,7,28,Thursday,Q3,false,false,false,false,false
2022-07-29,2022,7,29,Friday,Q3,false,false,false,false,false
2022-07-30,2022,7,30,Saturday,Q3,true,false,false,false,false
2022-07-31,2022,7,31,Sunday,Q3,true,false,false,false,false
2022-08-01,2022,8,1,Monday,Q3,false,false,false,false,false
2022-08-02,2022,8,2,Tuesday,Q3,false,false,false,false,false
2022-08-03,2022,8,3,Wednesday,Q3,false,false,false,false,false
2022-08-04,2022,8,4,Thursday,Q3,false,false,false,false,false
2022-08-05,2022,8,5,Friday,Q3,false,false,false,false,false
2022-08-06,2022,8,6,Saturday,Q3,true,false,false,false,false
2022-08-07,2022,8,7,Sunday,Q3,true,false,false,false,false
2022-08-08,2022,8,8,Monday,Q3,false,false,false,false,false
2022-08-09,2022,8,9,Tuesday,Q3,false,false,false,false,false
2022-08-10,2022,8,10,Wednesday,Q3,false,false,false,false,false
2022-08-11,2022,8,11,Thursday,Q3,false,false,false,false,false
2022-08-12,2022,8,12,Friday,Q3,false,false,false,false,false
2022-08-13,2022,8,13,Saturday,Q3,true,false,false,false,false
2022-08-14,2022,8,14,Sunday,Q3,true,false,false,false,false
2022-08-15,2022,8,15,Monday,Q3,false,false,false,false,false
2022-08-16,2022,8,16,Tuesday,Q3,false,false,false,false,false
2022-08-17,2022,8,17,Wednesday,Q3,false,false,false,false,false
2022-08-18,2022,8,18,Thursday,Q3,false,false,false,false,false
2022-08-19,2022,8,19,Friday,Q3,false,false,false,false,false
2022-08-20,2022,8,20,Saturday,Q3,true,false,false,false,false
2022-08-21,2022,8,21,Sunday,Q3,true,false,false,false,false
2022-08-22,2022,8,22,Monday,Q3,false,false,false,false,false
2022-08-23,2022,8,23,Tuesday,Q3,false,false,false,false,false
2022-08-24,2022,8,24,Wednesday,Q3,false,false,false,false,false
2022-08-25,2022,8,25,Thursday,Q3,false,false,false,false,false
2022-08-26,2022,8,26,Friday,Q3,false,false,false,false,false
2022-08-27,2022,8,27,Saturday,Q3,true,false,false,false,false
2022-08-28,2022,8,28,Sunday,Q3,true,false,false,false,false
2022-08-29,2022,8,29,Monday,Q3,false,false,false,false,false
2022-08-30,2022,8,30,Tuesday,Q3,false,false,false,false,false
2022-08-31,2022,8,31,Wednesday,Q3,false,false,false,false,false
2022-09-01,2022,9,1,Thursday,Q3,false,false,false,false,false
2022-09-02,2022,9,2,Friday,Q3,false,false,false,false,false
2022-09-03,2022,9,3,Saturday,Q3,true,false,false,false,false
2022-09-04,2022,9,4,Sunday,Q3,true,false,false,false,false
2022-09-05,2022,9,5,Monday,Q3,false,false,false,false,false
2022-09-06,2022,9,6,Tuesday,Q3,false,false,false,false,false
2022-09-07,2022,9,7,Wednesday,Q3,false,false,false,false,false
2022-09-08,2022,9,8,Thursday,Q3,false,false,false,false,false
2022-09-09,2022,9,9,Friday,Q3,false,false,false,false,false
2022-09-10,2022,9,10,Saturday,Q3,true,false,false,false,false
2022-09-11,2022,9,11,Sunday,Q3,true,false,false,false,false
2022-09-12,2022,9,12,Monday,Q3,false,false,false,false,false
2022-09-13,2022,9,13,Tuesday,Q3,false,false,false,false,false
2022-09-14,2022,9,14,Wednesday,Q3,false,false,false,false,false
2022-09-15,2022,9,15,Thursday,Q3,false,false,false,false,false
2022-09-16,2022,9,16,Friday,Q3,false,false,false,false,false
2022-09-17,2022,9,17,Saturday,Q3,true,false,false,false,false
2022-09-18,2022,9,18,Sunday,Q3,true,false,false,false,false
2022-09-19,2022,9,19,Monday,Q3,false,false,false,false,false
2022-09-20,2022,9,20,Tuesday,Q3,false,false,false,false,false
2022-09-21,2022,9,21,Wednesday,Q3,false,false,false,false,false
2022-09-22,2022,9,22,Thursday,Q3,false,false,false,false,false
2022-09-23,2022,9,23,Friday,Q3,false,false,false,false,false
2022-09-24,2022,9,24,Saturday,Q3,true,false,false,false,false
2022-09-25,2022,9,25,Sunday,Q3,true,false,false,false,false
2022-09-26,2022,9,26,Monday,Q3,false,false,false,false,false
2022-09-27,2022,9,27,Tuesday,Q3,false,false,false,false,false
2022-09-28,2022,9,28,Wednesday,Q3,false,false,false,false,false
2022-09-29,2022,9,29,Thursday,Q3,false,false,false,false,false
2022-09-30,2022,9,30,Friday,Q3,false,false,false,false,false
2022-10-01,2022,10,1,Saturday,Q4,true,false,false,false,false
2022-10-02,2022,10,2,Sunday,Q4,true,false,false,false,false
2022-10-03,2022,10,3,Monday,Q4,false,false,false,false,false
2022-10-04,2022,10,4,Tuesday,Q4,false,false,false,false,false
2022-10-05,2022,10,5,Wednesday,Q4,false,false,false,false,false
2022-10-06,2022,10,6,Thursday,Q4,false,false,false,false,false
2022-10-07,2022,10,7,Friday,Q4,false,false,false,false,false
2022-10-08,2022,10,8,Saturday,Q4,true,false,false,false,false
2022-10-09,2022,10,9,Sunday,Q4,true,false,false,false,false
2022-10-10,2022,10,10,Monday,Q4,false,false,false,false,false
2022-10-11,2022,10,11,Tuesday,Q4,false,false,false,false,false
2022-10-12,2022,10,12,Wednesday,Q4,false,false,false,false,false
2022-10-13,2022,10,13,Thursday,Q4,false,false,false,false,false
2022-10-14,2022,10,14,Friday,Q4,false,false,false,false,false
2022-10-15,2022,10,15,Saturday,Q4,true,false,false,false,false
2022-10-16,2022,10,16,Sunday,Q4,true,false,false,false,false
2022-10-17,2022,10,17,Monday,Q4,false,false,false,false,false
2022-10-18,2022,10,18,Tuesday,Q4,false,false,false,false,false
2022-10-19,2022,10,19,Wednesday,Q4,false,false,false,false,false
2022-10-20,2022,10,20,Thursday,Q4,false,false,false,false,false
2022-10-21,2022,10,21,Friday,Q4,false,false,false,false,false
2022-10-22,2022,10,22,Saturday,Q4,true,false,false,false,false
2022-10-23,2022,10,23,Sunday,Q4,true,false,false,false,false
2022-10-24,2022,10,24,Monday,Q4,false,false,false,false,false
2022-10-25,2022,10,25,Tuesday,Q4,false,false,false,false,false
2022-10-26,2022,10,26,Wednesday,Q4,false,false,false,false,false
2022-10-27,2022,10,27,Thursday,Q4,false,false,false,false,false
2022-10-28,2022,10,28,Friday,Q4,false,false,false,false,false
2022-10-29,2022,10,29,Saturday,Q4,true,false,false,false,false
2022-10-30,2022,10,30,Sunday,Q4,true,false,false,false,false
2022-10-31,2022,10,31,Monday,Q4,false,false,false,false,false
2022-11-01,2022,11,1,Tuesday,Q4,false,false,false,false,false
2022-11-02,2022,11,2,Wednesday,Q4,false,false,false,false,false
2022-11-03,2022,11,3,Thursday,Q4,false,false,false,false,false
2022-11-04,2022,11,4,Friday,Q4,false,false,false,false,false
2022-11-05,2022,11,5,Saturday,Q4,true,false,false,false,false
2022-11-06,2022,11,6,Sunday,Q4,true,false,false,false,false
2022-11-07,2022,11,7,Monday,Q4,false,false,false,false,false
2022-11-08,2022,11,8,Tuesday,Q4,false,false,false,false,false
2022-11-09,2022,11,9,Wednesday,Q4,false,false,false,false,false
2022-11-10,2022,11,10,Thursday,Q4,false,false,false,false,false
2022-11-11,2022,11,11,Friday,Q4,false,false,false,false,false
2022-11-12,2022,11,12,Saturday,Q4,true,false,false,false,false
2022-11-13,2022,11,13,Sunday,Q4,true,false,false,false,false
2022-11-14,2022,11,14,Monday,Q4,false,false,false,false,false
2022-11-15,2022,11,15,Tuesday,Q4,false,false,false,false,false
2022-11-16,2022,11,16,Wednesday,Q4,false,false,false,false,false
2022-11-17,2022,11,17,Thursday,Q4,false,false,false,false,false
2022-11-18,2022,11,18,Friday,Q4,false,false,false,false,false
2022-11-19,2022,11,19,Saturday,Q4,true,false,false,false,false
2022-11-20,2022,11,20,Sunday,Q4,true,false,false,false,false
2022-11-21,2022,11,21,Monday,Q4,false,false,false,false,false
2022-11-22,2022,11,22,Tuesday,Q4,false,false,false,false,false
2022-11-23,2022,11,23,Wednesday,Q4,false,false,false,false,false
2022-11-24,2022,11,24,Thursday,Q4,false,false,false,false,false
2022-11-25,2022,11,25,Friday,Q4,false,true,false,false,false
2022-11-26,2022,11,26,Saturday,Q4,true,false,false,false,false
2022-11-27,2022,11,27,Sunday,Q4,true,false,false,false,false
2022-11-28,2022,11,28,Monday,Q4,false,false,true,false,false
2022-11-29,2022,11,29,Tuesday,Q4,false,false,false,false,false
2022-11-30,2022,11,30,Wednesday,Q4,false,false,false,false,false
2022-12-01,2022,12,1,Thursday,Q4,false,false,false,false,false
2022-12-02,2022,12,2,Friday,Q4,false,false,false,false,false
2022-12-03,2022,12,3,Saturday,Q4,true,false,false,false,false
2022-12-04,2022,12,4,Sunday,Q4,true,false,false,false,false
2022-12-05,2022,12,5,Monday,Q4,false,false,false,false,false
2022-12-06,2022,12,6,Tuesday,Q4,false,false,false,false,false
2022-12-07,2022,12,7,Wednesday,Q4,false,false,false,false,false
2022-12-08,2022,12,8,Thursday,Q4,false,false,false,false,false
2022-12-09,2022,12,9,Friday,Q4,false,false,false,false,false
2022-12-10,2022,12,10,Saturday,Q4,true,false,false,false,false
2022-12-11,2022,12,11,Sunday,Q4,true,false,false,false,false
2022-12-12,2022,12,12,Monday,Q4,false,false,false,false,false
2022-12-13,2022,12,13,Tuesday,Q4,false,false,false,false,false
2022-12-14,2022,12,14,Wednesday,Q4,false,false,false,false,false
2022-12-15,2022,12,15,Thursday,Q4,false,false,false,false,false
2022-12-16,2022,12,16,Friday,Q4,false,false,false,false,false
2022-12-17,2022,12,17,Saturday,Q4,true,false,false,false,false
2022-12-18,2022,12,18,Sunday,Q4,true,false,false,false,false
2022-12-19,2022,12,19,Monday,Q4,false,false,false,false,false
2022-12-20,2022,12,20,Tuesday,Q4,false,false,false,false,false
2022-12-21,2022,12,21,Wednesday,Q4,false,false,false,false,false
2022-12-22,2022,12,22,Thursday,Q4,false,false,false,false,false
2022-12-23,2022,12,23,Friday,Q4,false,false,false,false,false
2022-12-24,2022,12,24,Saturday,Q4,true,false,false,true,false
2022-12-25,2022,12,25,Sunday,Q4,true,false,false,false,false
2022-12-26,2022,12,26,Monday,Q4,false,false,false,false,false
2022-12-27,2022,12,27,Tuesday,Q4,false,false,false,false,false
2022-12-28,2022,12,28,Wednesday,Q4,false,false,false,false,false
2022-12-29,2022,12,29,Thursday,Q4,false,false,false,false,false
2022-12-30,2022,12,30,Friday,Q4,false,false,false,false,false
2022-12-31,2022,12,31,Saturday,Q4,true,false,false,false,false
2023-01-01,2023,1,1,Sunday,Q1,true,false,false,false,true
2023-01-02,2023,1,2,Monday,Q1,false,false,false,false,false
2023-01-03,2023,1,3,Tuesday,Q1,false,false,false,false,false
2023-01-04,2023,1,4,Wednesday,Q1,false,false,false,false,false
2023-01-05,2023,1,5,Thursday,Q1,false,false,false,false,false
2023-01-06,2023,1,6,Friday,Q1,false,false,false,false,false
2023-01-07,2023,1,7,Saturday,Q1,true,false,false,false,false
2023-01-08,2023,1,8,Sunday,Q1,true,false,false,false,false
2023-01-09,2023,1,9,Monday,Q1,false,false,false,false,false
2023-01-10,2023,1,10,Tuesday,Q1,false,false,false,false,false
2023-01-11,2023,1,11,Wednesday,Q1,false,false,false,false,false
2023-01-12,2023,1,12,Thursday,Q1,false,false,false,false,false
2023-01-13,2023,1,13,Friday,Q1,false,false,false,false,false
2023-01-14,2023,1,14,Saturday,Q1,true,false,false,false,false
2023-01-15,2023,1,15,Sunday,Q1,true,false,false,false,false
2023-01-16,2023,1,16,Monday,Q1,false,false,false,false,false
2023-01-17,2023,1,17,Tuesday,Q1,false,false,false,false,false
2023-01-18,2023,1,18,Wednesday,Q1,false,false,false,false,false
2023-01-19,2023,1,19,Thursday,Q1,false,false,false,false,false
2023-01-20,2023,1,20,Friday,Q1,false,false,false,false,false
2023-01-21,2023,1,21,Saturday,Q1,true,false,false,false,false
2023-01-22,2023,1,22,Sunday,Q1,true,false,false,false,false
2023-01-23,2023,1,23,Monday,Q1,false,false,false,false,false
2023-01-24,2023,1,24,Tuesday,Q1,false,false,false,false,false
2023-01-25,2023,1,25,Wednesday,Q1,false,false,false,false,false
2023-01-26,2023,1,26,Thursday,Q1,false,false,false,false,false
2023-01-27,2023,1,27,Friday,Q1,false,false,false,false,false
2023-01-28,2023,1,28,Saturday,Q1,true,false,false,false,false
2023-01-29,2023,1,29,Sunday,Q1,true,false,false,false,false
2023-01-30,2023,1,30,Monday,Q1,false,false,false,false,false
2023-01-31,2023,1,31,Tuesday,Q1,false,false,false,false,false
2023-02-01,2023,2,1,Wednesday,Q1,false,false,false,false,false
2023-02-02,2023,2,2,Thursday,Q1,false,false,false,false,false
2023-02-03,2023,2,3,Friday,Q1,false,false,false,false,false
2023-02-04,2023,2,4,Saturday,Q1,true,false,false,false,false
2023-02-05,2023,2,5,Sunday,Q1,true,false,false,false,false
2023-02-06,2023,2,6,Monday,Q1,false,false,false,false,false
2023-02-07,2023,2,7,Tuesday,Q1,false,false,false,false,false
2023-02-08,2023,2,8,Wednesday,Q1,false,false,false,false,false
2023-02-09,2023,2,9,Thursday,Q1,false,false,false,false,false
2023-02-10,2023,2,10,Friday,Q1,false,false,false,false,false
2023-02-11,2023,2,11,Saturday,Q1,true,false,false,false,false
2023-02-12,2023,2,12,Sunday,Q1,true,false,false,false,false
2023-02-13,2023,2,13,Monday,Q1,false,false,false,false,false
2023-02-14,2023,2,14,Tuesday,Q1,false,false,false,false,false
2023-02-15,2023,2,15,Wednesday,Q1,false,false,false,false,false
2023-02-16,2023,2,16,Thursday,Q1,false,false,false,false,false
2023-02-17,2023,2,17,Friday,Q1,false,false,false,false,false
2023-02-18,2023,2,18,Saturday,Q1,true,false,false,false,false
2023-02-19,2023,2,19,Sunday,Q1,true,false,false,false,false
2023-02-20,2023,2,20,Monday,Q1,false,false,false,false,false
2023-02-21,2023,2,21,Tuesday,Q1,false,false,false,false,false
2023-02-22,2023,2,22,Wednesday,Q1,false,false,false,false,false
2023-02-23,2023,2,23,Thursday,Q1,false,false,false,false,false
2023-02-24,2023,2,24,Friday,Q1,false,false,false,false,false
