payment_id,order_id,method,status,amount,currency,paid_at
PAY-0000047,ORD-0000047,google_pay,captured,3561.15,USD,2022-11-13 12:39:22
PAY-0000048,ORD-0000048,credit_card,captured,2812.22,USD,2026-02-03 04:23:11
PAY-0000049,ORD-0000049,credit_card,captured,1456.67,USD,2024-02-07 06:49:19
PAY-0000050,ORD-0000050,apple_pay,captured,666.36,USD,2025-08-22 10:04:03
PAY-0000051,ORD-0000051,boleto,captured,1304.77,USD,2024-10-25 00:14:58
PAY-0000052,ORD-0000052,credit_card,captured,3679.43,USD,2023-11-26 21:52:53
PAY-0000053,ORD-0000053,debit_card,captured,1494.65,USD,2024-08-21 07:08:11
PAY-0000054,ORD-0000054,credit_card,captured,288.27,USD,2025-02-24 00:27:03
PAY-0000055,ORD-0000055,debit_card,captured,19.72,USD,2026-03-22 08:45:41
PAY-0000056,ORD-0000056,pix,captured,238.91,USD,2024-04-06 13:35:58
PAY-0000057,ORD-0000057,crypto,captured,225.23,USD,2023-05-20 02:16:35
PAY-0000058,ORD-0000058,credit_card,chargeback,2310.04,USD,2025-09-01 07:55:34
PAY-0000059,ORD-0000059,boleto,captured,2098.12,USD,2023-07-26 04:02:55
PAY-0000060,ORD-0000060,debit_card,captured,97.35,USD,2024-04-11 12:59:04
PAY-0000061,ORD-0000061,credit_card,captured,1768.63,USD,2022-10-15 00:24:32
PAY-0000062,ORD-0000062,debit_card,captured,836.59,USD,2024-11-21 20:16:57
PAY-0000063,ORD-0000063,credit_card,refunded,351.09,USD,2026-02-20 04:02:38
PAY-0000064,ORD-0000064,apple_pay,failed,655.16,USD,2022-12-26 21:42:09
PAY-0000065,ORD-0000065,crypto,captured,265.25,USD,2025-06-02 05:54:39
PAY-0000066,ORD-0000066,credit_card,captured,1627.68,USD,2024-07-01 14:25:00
PAY-0000067,ORD-0000067,google_pay,captured,2441.06,USD,2024-12-25 11:11:49
PAY-0000068,ORD-0000068,apple_pay,captured,519.67,USD,2023-07-11 14:17:09
PAY-0000069,ORD-0000069,paypal,captured,519.41,USD,2023-05-28 19:26:19
PAY-0000070,ORD-0000070,debit_card,captured,268.58,USD,2025-10-03 09:38:05
PAY-0000071,ORD-0000071,pix,captured,496.35,USD,2025-12-09 17:40:51
PAY-0000072,ORD-0000072,debit_card,captured,58.99,USD,2023-03-30 23:00:19
PAY-0000073,ORD-0000073,credit_card,captured,1248.07,USD,2022-07-14 22:07:07
PAY-0000074,ORD-0000074,credit_card,captured,277.23,USD,2023-10-03 04:38:22
PAY-0000075,ORD-0000075,paypal,captured,120.82,USD,2024-05-29 19:50:23
PAY-0000076,ORD-0000076,credit_card,captured,6095.59,USD,2023-11-24 09:59:33
PAY-0000077,ORD-0000077,credit_card,refunded,104.96,USD,2026-02-20 00:10:21
PAY-0000078,ORD-0000078,credit_card,captured,934.51,USD,2023-11-25 14:38:56
PAY-0000079,ORD-0000079,credit_card,captured,454.18,USD,2022-03-07 08:11:56
PAY-0000080,ORD-0000080,debit_card,captured,218.21,USD,2024-11-26 12:27:11
PAY-0000081,ORD-0000081,boleto,captured,1552.35,USD,2025-11-22 03:13:03
PAY-0000082,ORD-0000082,debit_card,captured,83.72,USD,2024-02-11 11:43:12
PAY-0000083,ORD-0000083,debit_card,captured,939.28,USD,2024-03-08 07:53:47
PAY-0000084,ORD-0000084,debit_card,captured,1848.48,USD,2024-12-25 06:12:20
PAY-0000085,ORD-0000085,pix,captured,743.59,USD,2025-08-11 15:56:50
PAY-0000086,ORD-0000086,debit_card,captured,2157.48,USD,2023-12-04 04:05:28
PAY-0000087,ORD-0000087,pix,captured,211.47,USD,2025-10-30 03:42:44
PAY-0000088,ORD-0000088,pix,captured,245.66,USD,2026-01-09 00:36:30
PAY-0000089,ORD-0000089,credit_card,captured,222.32,USD,2025-11-24 18:05:21
PAY-0000090,ORD-0000090,boleto,captured,1268.64,USD,2023-12-16 17:31:15
PAY-0000091,ORD-0000091,google_pay,refunded,359.42,USD,2025-03-28 05:59:03
PAY-0000092,ORD-0000092,google_pay,captured,1804.65,USD,2024-11-29 01:59:25
PAY-0000093,ORD-0000093,boleto,captured,833.53,USD,2024-11-25 12:43:08
PAY-0000094,ORD-0000094,credit_card,captured,134.54,USD,2026-02-06 18:32:55
PAY-0000095,ORD-0000095,google_pay,captured,812.68,USD,2024-02-10 21:42:39
PAY-0000096,ORD-0000096,boleto,refunded,97.43,USD,2024-06-16 16:39:22
PAY-0000097,ORD-0000097,credit_card,captured,404.28,USD,2024-11-30 08:18:49
PAY-0000098,ORD-0000098,paypal,captured,238.75,USD,2023-03-27 03:31:44
PAY-0000099,ORD-0000099,paypal,captured,2160.67,USD,2023-09-14 11:50:51
PAY-0000100,ORD-0000100,credit_card,captured,413.72,USD,2025-09-25 06:23:31
PAY-0000101,ORD-0000101,debit_card,chargeback,2251.10,USD,2024-11-23 22:14:06
PAY-0000102,ORD-0000102,debit_card,captured,181.12,USD,2025-06-23 00:15:02
PAY-0000103,ORD-0000103,credit_card,captured,116.80,USD,2025-12-20 19:26:42
PAY-0000104,ORD-0000104,boleto,captured,1341.61,USD,2022-04-01 19:25:03
PAY-0000105,ORD-0000105,debit_card,captured,3142.56,USD,2025-12-08 18:23:20
PAY-0000106,ORD-0000106,debit_card,captured,85.30,USD,2022-11-26 18:56:47
PAY-0000107,ORD-0000107,credit_card,captured,130.52,USD,2023-10-08 22:17:13
PAY-0000108,ORD-0000108,paypal,captured,221.89,USD,2024-10-22 14:36:57
PAY-0000109,ORD-0000109,google_pay,captured,78.18,USD,2022-11-28 09:25:03
PAY-0000110,ORD-0000110,credit_card,captured,1522.82,USD,2024-02-22 15:05:35
PAY-0000111,ORD-0000111,pix,captured,1120.74,USD,2025-11-30 09:22:39
PAY-0000112,ORD-0000112,credit_card,captured,1385.54,USD,2024-08-15 23:37:55
PAY-0000113,ORD-0000113,paypal,captured,201.61,USD,2025-11-26 11:42:33
PAY-0000114,ORD-0000114,crypto,refunded,3611.58,USD,2023-08-19 06:34:53
PAY-0000115,ORD-0000115,paypal,refunded,1001.03,USD,2022-11-30 17:10:13
PAY-0000116,ORD-0000116,apple_pay,captured,436.76,USD,2024-11-28 12:55:12
PAY-0000117,ORD-0000117,apple_pay,captured,5290.42,USD,2024-07-31 06:11:05
PAY-0000118,ORD-0000118,google_pay,captured,990.91,USD,2024-07-19 13:08:03
PAY-0000119,ORD-0000119,debit_card,refunded,4638.20,USD,2025-07-23 15:35:09
PAY-0000120,ORD-0000120,credit_card,captured,665.62,USD,2024-11-25 13:19:45
PAY-0000121,ORD-0000121,credit_card,captured,1115.94,USD,2024-09-23 19:03:22
PAY-0000122,ORD-0000122,credit_card,captured,4391.85,USD,2024-11-30 11:36:09
PAY-0000123,ORD-0000123,credit_card,captured,1040.55,USD,2023-12-28 12:19:46
PAY-0000124,ORD-0000124,google_pay,captured,3066.63,USD,2025-02-06 09:16:43
PAY-0000125,ORD-0000125,debit_card,chargeback,2878.54,USD,2024-12-01 16:19:13
PAY-0000126,ORD-0000126,boleto,captured,414.08,USD,2025-07-27 12:57:10
PAY-0000127,ORD-0000127,debit_card,captured,216.79,USD,2025-07-23 03:14:26
PAY-0000128,ORD-0000128,credit_card,captured,149.75,USD,2022-12-23 05:42:14
PAY-0000129,ORD-0000129,debit_card,captured,1199.47,USD,2023-05-17 21:42:47
PAY-0000130,ORD-0000130,crypto,captured,1302.91,USD,2025-08-14 14:44:54
PAY-0000131,ORD-0000131,google_pay,captured,2694.04,USD,2023-11-09 11:07:35
PAY-0000132,ORD-0000132,credit_card,refunded,183.30,USD,2025-12-19 14:01:07
PAY-0000133,ORD-0000133,credit_card,captured,1435.80,USD,2025-09-25 17:35:46
PAY-0000134,ORD-0000134,google_pay,captured,1124.06,USD,2025-07-30 16:18:26
PAY-0000135,ORD-0000135,paypal,captured,1392.49,USD,2023-07-29 14:55:20
PAY-0000136,ORD-0000136,crypto,captured,1418.26,USD,2023-09-05 23:39:30
PAY-0000137,ORD-0000137,google_pay,captured,139.96,USD,2023-12-01 12:23:10
PAY-0000138,ORD-0000138,apple_pay,captured,298.23,USD,2025-01-26 06:51:09
PAY-0000139,ORD-0000139,credit_card,captured,246.95,USD,2025-10-13 12:46:23
PAY-0000140,ORD-0000140,pix,captured,860.46,USD,2022-06-13 23:40:16
PAY-0000141,ORD-0000141,paypal,captured,789.60,USD,2022-04-22 03:15:32
PAY-0000142,ORD-0000142,google_pay,captured,453.21,USD,2025-08-27 11:35:20
PAY-0000143,ORD-0000143,debit_card,captured,177.50,USD,2022-06-02 14:09:55
PAY-0000144,ORD-0000144,debit_card,captured,592.90,USD,2026-01-29 21:21:31
PAY-0000145,ORD-0000145,credit_card,captured,1189.27,USD,2022-03-31 18:05:46
PAY-0000146,ORD-0000146,credit_card,captured,118.84,USD,2025-07-12 07:07:57
PAY-0000147,ORD-0000147,crypto,captured,2271.39,USD,2022-11-29 14:47:14
PAY-0000148,ORD-0000148,pix,captured,290.46,USD,2024-12-10 10:50:10
PAY-0000149,ORD-0000149,credit_card,captured,201.42,USD,2022-11-24 04:01:30
PAY-0000150,ORD-0000150,credit_card,refunded,74.45,USD,2025-01-09 15:26:55
PAY-0000151,ORD-0000151,debit_card,captured,1967.60,USD,2023-11-17 19:22:59
PAY-0000152,ORD-0000152,crypto,captured,1504.34,USD,2025-04-23 09:06:42
PAY-0000153,ORD-0000153,google_pay,captured,1438.67,USD,2024-05-10 21:16:25
PAY-0000154,ORD-0000154,google_pay,captured,1199.62,USD,2024-07-02 15:12:03
PAY-0000155,ORD-0000155,debit_card,captured,330.37,USD,2026-02-19 08:28:12
PAY-0000156,ORD-0000156,paypal,captured,1926.76,USD,2026-01-11 00:10:25
PAY-0000157,ORD-0000157,pix,refunded,298.41,USD,2025-11-25 14:11:08
PAY-0000158,ORD-0000158,crypto,captured,1191.09,USD,2022-07-09 00:01:59
PAY-0000159,ORD-0000159,credit_card,captured,49.65,USD,2025-11-30 06:30:46
PAY-0000160,ORD-0000160,credit_card,captured,625.43,USD,2023-12-10 21:15:17
PAY-0000161,ORD-0000161,credit_card,captured,169.46,USD,2023-02-20 19:35:52
PAY-0000162,ORD-0000162,paypal,captured,287.49,USD,2023-07-15 19:53:07
PAY-0000163,ORD-0000163,credit_card,refunded,2334.33,USD,2023-12-20 17:43:15
PAY-0000164,ORD-0000164,credit_card,captured,513.68,USD,2025-05-21 16:04:32
PAY-0000165,ORD-0000165,credit_card,captured,1286.33,USD,2025-12-01 04:40:50
PAY-0000166,ORD-0000166,credit_card,captured,3974.11,USD,2022-09-07 00:46:50
PAY-0000167,ORD-0000167,crypto,captured,1029.64,USD,2024-12-06 12:41:13
PAY-0000168,ORD-0000168,paypal,captured,3090.55,USD,2025-03-08 12:50:07
PAY-0000169,ORD-0000169,paypal,captured,33.82,USD,2023-12-10 15:54:46
PAY-0000170,ORD-0000170,credit_card,captured,1222.69,USD,2023-06-03 22:59:04
PAY-0000171,ORD-0000171,pix,captured,64.80,USD,2025-12-24 12:57:38
PAY-0000172,ORD-0000172,credit_card,captured,512.54,USD,2025-12-01 14:22:39
PAY-0000173,ORD-0000173,pix,captured,380.57,USD,2025-03-09 16:57:53
PAY-0000174,ORD-0000174,crypto,captured,498.95,USD,2023-02-25 00:50:32
PAY-0000175,ORD-0000175,credit_card,captured,3372.40,USD,2025-04-27 16:39:30
PAY-0000176,ORD-0000176,debit_card,captured,279.55,USD,2022-11-29 17:57:27
PAY-0000177,ORD-0000177,paypal,captured,643.84,USD,2023-09-16 04:01:52
PAY-0000178,ORD-0000178,debit_card,captured,1747.46,USD,2023-02-12 20:36:33
PAY-0000179,ORD-0000179,paypal,chargeback,377.69,USD,2024-09-26 06:07:13
PAY-0000180,ORD-0000180,credit_card,captured,2130.92,USD,2024-12-23 20:37:37
PAY-0000181,ORD-0000181,debit_card,captured,876.78,USD,2025-01-07 18:15:55
PAY-0000182,ORD-0000182,boleto,captured,1017.62,USD,2023-12-07 22:12:27
PAY-0000183,ORD-0000183,boleto,refunded,2469.48,USD,2025-05-18 12:16:21
PAY-0000184,ORD-0000184,google_pay,captured,227.25,USD,2024-11-24 14:08:33
PAY-0000185,ORD-0000185,debit_card,captured,4317.21,USD,2024-12-10 08:30:36
PAY-0000186,ORD-0000186,pix,captured,801.00,USD,2024-09-19 18:16:28
PAY-0000187,ORD-0000187,apple_pay,captured,1218.71,USD,2022-11-25 10:31:13
PAY-0000188,ORD-0000188,google_pay,failed,1312.86,USD,2023-07-04 21:14:30
PAY-0000189,ORD-0000189,credit_card,captured,74.53,USD,2024-07-23 21:18:15
PAY-0000190,ORD-0000190,credit_card,captured,677.83,USD,2025-03-04 00:26:17
PAY-0000191,ORD-0000191,credit_card,captured,230.27,USD,2024-02-06 14:18:45
PAY-0000192,ORD-0000192,debit_card,captured,3208.08,USD,2023-12-11 14:39:28
PAY-0000193,ORD-0000193,apple_pay,captured,814.00,USD,2025-07-22 06:07:53
PAY-0000194,ORD-0000194,crypto,captured,337.67,USD,2025-12-15 08:08:02
PAY-0000195,ORD-0000195,crypto,captured,710.24,USD,2025-11-23 18:03:03
PAY-0000196,ORD-0000196,boleto,captured,2669.01,USD,2025-11-28 16:42:04
PAY-0000197,ORD-0000197,debit_card,refunded,357.72,USD,2022-12-26 18:33:50
PAY-0000199,ORD-0000199,boleto,refunded,99.20,USD,2023-12-19 20:19:55
PAY-0000200,ORD-0000200,debit_card,captured,1894.50,USD,2025-03-01 18:32:58
PAY-0000201,ORD-0000201,boleto,captured,5698.38,USD,2023-11-27 20:52:32
PAY-0000202,ORD-0000202,apple_pay,captured,785.30,USD,2025-12-28 03:20:02
PAY-0000203,ORD-0000203,debit_card,captured,843.82,USD,2025-12-17 22:58:18
PAY-0000204,ORD-0000204,crypto,captured,652.12,USD,2025-10-09 07:53:11
PAY-0000205,ORD-0000205,credit_card,captured,97.68,USD,2024-11-30 17:10:22
PAY-0000207,ORD-0000207,google_pay,chargeback,2126.84,USD,2026-01-03 06:08:47
PAY-0000208,ORD-0000208,pix,captured,321.87,USD,2023-11-28 14:21:35
PAY-0000209,ORD-0000209,credit_card,captured,328.31,USD,2024-11-26 09:45:34
PAY-0000210,ORD-0000210,credit_card,captured,358.22,USD,2025-06-19 22:08:04
PAY-0000211,ORD-0000211,google_pay,captured,2646.74,USD,2023-01-03 00:22:33
PAY-0000212,ORD-0000212,credit_card,captured,365.59,USD,2025-06-20 01:22:39
PAY-0000213,ORD-0000213,debit_card,captured,1687.21,USD,2024-11-26 14:26:00
PAY-0000214,ORD-0000214,credit_card,captured,412.30,USD,2025-06-17 21:08:26
PAY-0000215,ORD-0000215,credit_card,captured,124.27,USD,2024-07-21 05:46:36
PAY-0000216,ORD-0000216,credit_card,captured,2583.22,USD,2025-11-28 21:20:19
PAY-0000217,ORD-0000217,credit_card,captured,3318.01,USD,2023-11-24 03:08:40
PAY-0000218,ORD-0000218,apple_pay,captured,1582.49,USD,2024-11-29 02:43:33
PAY-0000219,ORD-0000219,credit_card,captured,327.56,USD,2024-12-01 09:18:04
PAY-0000220,ORD-0000220,credit_card,captured,2437.25,USD,2025-11-30 04:37:13
PAY-0000221,ORD-0000221,crypto,captured,923.24,USD,2024-05-10 07:17:30
PAY-0000222,ORD-0000222,apple_pay,captured,1240.21,USD,2024-11-28 13:59:55
PAY-0000223,ORD-0000223,credit_card,captured,183.88,USD,2026-03-02 08:35:32
PAY-0000224,ORD-0000224,debit_card,captured,844.45,USD,2024-12-07 03:15:51
PAY-0000225,ORD-0000225,paypal,captured,1128.65,USD,2024-09-19 19:39:58
PAY-0000226,ORD-0000226,boleto,captured,324.23,USD,2025-11-24 07:56:12
PAY-0000227,ORD-0000227,pix,captured,539.18,USD,2023-12-19 09:29:47
PAY-0000228,ORD-0000228,apple_pay,captured,1189.85,USD,2023-07-01 09:56:33
PAY-0000229,ORD-0000229,pix,captured,38.37,USD,2025-03-29 07:22:56
PAY-0000230,ORD-0000230,paypal,captured,240.20,USD,2026-03-19 19:08:33
PAY-0000231,ORD-0000231,debit_card,captured,4901.86,USD,2024-08-12 23:46:33
PAY-0000232,ORD-0000232,credit_card,captured,307.50,USD,2024-08-28 12:09:20
PAY-0000233,ORD-0000233,debit_card,captured,545.57,USD,2026-04-22 15:12:40
PAY-0000234,ORD-0000234,credit_card,captured,2292.78,USD,2025-11-24 13:50:20
PAY-0000235,ORD-0000235,paypal,captured,393.38,USD,2022-07-10 01:29:16
PAY-0000236,ORD-0000236,crypto,captured,231.72,USD,2025-03-19 23:39:12
PAY-0000237,ORD-0000237,credit_card,refunded,2496.87,USD,2024-01-03 05:57:01
PAY-0000238,ORD-0000238,debit_card,captured,2065.57,USD,2026-03-26 16:23:19
PAY-0000239,ORD-0000239,credit_card,captured,206.76,USD,2025-12-09 15:57:25
PAY-0000240,ORD-0000240,credit_card,captured,1366.72,USD,2023-11-26 22:22:17
PAY-0000241,ORD-0000241,credit_card,captured,586.39,USD,2023-03-08 19:58:37
PAY-0000242,ORD-0000242,debit_card,captured,49.33,USD,2024-04-06 10:01:00
PAY-0000243,ORD-0000243,credit_card,captured,533.41,USD,2025-11-30 02:07:53
PAY-0000244,ORD-0000244,paypal,captured,2123.53,USD,2025-11-29 01:14:59
PAY-0000245,ORD-0000245,debit_card,chargeback,1994.32,USD,2023-11-27 18:30:41
PAY-0000246,ORD-0000246,credit_card,captured,1679.43,USD,2024-04-29 03:47:06
PAY-0000247,ORD-0000247,credit_card,refunded,563.87,USD,2026-03-24 16:02:43
PAY-0000248,ORD-0000248,apple_pay,captured,816.79,USD,2025-07-22 02:29:24
PAY-0000249,ORD-0000249,apple_pay,captured,150.94,USD,2026-01-27 12:41:08
PAY-0000250,ORD-0000250,crypto,captured,327.77,USD,2022-12-22 03:25:54
PAY-0000251,ORD-0000251,debit_card,captured,1154.72,USD,2026-03-05 21:03:36
PAY-0000252,ORD-0000252,credit_card,captured,203.15,USD,2025-12-21 14:45:46
PAY-0000253,ORD-0000253,google_pay,captured,1546.32,USD,2026-01-06 10:55:50
PAY-0000254,ORD-0000254,boleto,captured,325.55,USD,2023-06-15 15:24:46
PAY-0000255,ORD-0000255,paypal,captured,3872.54,USD,2023-01-21 19:30:33
PAY-0000256,ORD-0000256,apple_pay,captured,613.35,USD,2025-12-01 04:47:55
PAY-0000257,ORD-0000257,crypto,failed,915.72,USD,2025-11-25 20:12:37
PAY-0000258,ORD-0000258,debit_card,captured,2572.78,USD,2024-12-06 14:13:03
PAY-0000259,ORD-0000259,boleto,captured,1469.19,USD,2025-12-01 02:29:16
PAY-0000260,ORD-0000260,pix,refunded,1553.62,USD,2024-09-16 04:03:55
PAY-0000261,ORD-0000261,credit_card,captured,1670.72,USD,2024-11-28 10:03:03
PAY-0000262,ORD-0000262,credit_card,captured,1063.73,USD,2025-01-26 11:09:16
PAY-0000263,ORD-0000263,boleto,captured,294.65,USD,2025-11-25 09:57:00
PAY-0000264,ORD-0000264,debit_card,captured,1380.36,USD,2025-03-04 14:48:08
PAY-0000265,ORD-0000265,apple_pay,captured,533.37,USD,2025-09-22 04:02:13
PAY-0000266,ORD-0000266,google_pay,captured,577.02,USD,2024-08-16 04:43:55
PAY-0000267,ORD-0000267,credit_card,captured,2338.77,USD,2023-01-12 04:59:41
PAY-0000268,ORD-0000268,crypto,captured,473.61,USD,2025-07-24 03:09:35
PAY-0000269,ORD-0000269,credit_card,captured,517.05,USD,2024-12-05 07:05:29
PAY-0000270,ORD-0000270,boleto,captured,104.10,USD,2024-03-06 09:50:52
PAY-0000271,ORD-0000271,credit_card,captured,432.20,USD,2025-08-25 06:57:14
PAY-0000272,ORD-0000272,boleto,captured,810.72,USD,2024-03-04 11:40:45
PAY-0000273,ORD-0000273,credit_card,captured,528.26,USD,2025-07-26 14:28:20
PAY-0000274,ORD-0000274,credit_card,refunded,1436.34,USD,2025-12-26 05:05:53
PAY-0000275,ORD-0000275,boleto,captured,168.86,USD,2023-08-17 07:37:09
PAY-0000276,ORD-0000276,crypto,captured,1580.36,USD,2023-08-14 22:14:51
PAY-0000277,ORD-0000277,boleto,captured,43.67,USD,2025-07-10 20:11:49
PAY-0000278,ORD-0000278,credit_card,captured,52.88,USD,2024-12-11 23:58:44
PAY-0000279,ORD-0000279,debit_card,captured,1066.80,USD,2025-10-27 14:19:15
PAY-0000280,ORD-0000280,paypal,refunded,523.46,USD,2025-07-16 11:44:27
PAY-0000281,ORD-0000281,credit_card,chargeback,719.34,USD,2024-01-07 23:11:25
PAY-0000282,ORD-0000282,boleto,captured,224.41,USD,2022-12-20 02:16:16
PAY-0000283,ORD-0000283,google_pay,captured,2143.59,USD,2025-02-12 15:37:49
PAY-0000284,ORD-0000284,credit_card,captured,373.72,USD,2025-09-02 09:49:47
PAY-0000285,ORD-0000285,debit_card,captured,1937.21,USD,2024-06-15 09:00:26
PAY-0000286,ORD-0000286,credit_card,chargeback,378.64,USD,2025-11-24 15:30:48
PAY-0000287,ORD-0000287,google_pay,chargeback,106.33,USD,2023-11-30 08:19:41
PAY-0000288,ORD-0000288,apple_pay,captured,332.75,USD,2022-11-26 19:30:51
PAY-0000289,ORD-0000289,credit_card,captured,2787.95,USD,2024-11-21 06:30:16
PAY-0000290,ORD-0000290,boleto,captured,244.63,USD,2026-03-23 02:54:54
PAY-0000291,ORD-0000291,credit_card,captured,596.71,USD,2022-11-29 04:14:59
PAY-0000292,ORD-0000292,credit_card,captured,1079.11,USD,2024-04-09 00:32:54
PAY-0000293,ORD-0000293,credit_card,captured,535.53,USD,2025-04-11 18:15:25
PAY-0000294,ORD-0000294,credit_card,captured,947.06,USD,2022-11-26 21:41:55
PAY-0000295,ORD-0000295,pix,captured,1494.93,USD,2024-11-21 05:25:28
PAY-0000296,ORD-0000296,apple_pay,captured,520.74,USD,2025-11-27 18:39:28
PAY-0000297,ORD-0000297,debit_card,refunded,1858.71,USD,2022-11-26 15:36:32
PAY-0000298,ORD-0000298,debit_card,captured,1095.58,USD,2022-03-30 15:09:33
PAY-0000299,ORD-0000299,debit_card,refunded,488.02,USD,2025-11-16 23:20:26
PAY-0000300,ORD-0000300,credit_card,captured,539.08,USD,2024-06-11 23:31:00
PAY-0000301,ORD-0000301,pix,chargeback,51.79,USD,2024-09-19 20:47:35
PAY-0000302,ORD-0000302,debit_card,captured,320.13,USD,2024-03-30 22:55:31
PAY-0000303,ORD-0000303,credit_card,captured,4074.80,USD,2025-03-20 13:23:15
PAY-0000304,ORD-0000304,debit_card,captured,919.71,USD,2025-12-07 09:11:09
PAY-0000305,ORD-0000305,apple_pay,captured,962.38,USD,2024-11-27 22:36:27
PAY-0000306,ORD-0000306,debit_card,captured,2252.07,USD,2025-05-01 05:04:56
PAY-0000307,ORD-0000307,credit_card,refunded,2000.26,USD,2025-11-02 23:53:48
PAY-0000308,ORD-0000308,crypto,captured,34.62,USD,2024-12-16 03:13:03
PAY-0000309,ORD-0000309,pix,captured,238.96,USD,2023-11-20 16:42:41
PAY-0000310,ORD-0000310,boleto,captured,3311.22,USD,2024-07-10 14:52:35
PAY-0000311,ORD-0000311,credit_card,captured,588.62,USD,2024-04-08 11:47:51
PAY-0000312,ORD-0000312,credit_card,refunded,293.98,USD,2025-07-31 05:28:24
PAY-0000313,ORD-0000313,debit_card,captured,1114.43,USD,2025-11-06 08:23:06
PAY-0000314,ORD-0000314,boleto,captured,1093.18,USD,2025-07-09 04:32:28
PAY-0000315,ORD-0000315,credit_card,refunded,560.96,USD,2024-12-22 17:41:51
PAY-0000316,ORD-0000316,credit_card,captured,2872.20,USD,2025-01-06 19:47:51
PAY-0000317,ORD-0000317,credit_card,captured,2120.59,USD,2025-11-01 14:09:36
