order_id,customer_id,order_date,status,ship_date,delivered_date,ship_country,carrier_id,carrier,promotion_id,items_count,subtotal,shipping_cost,total
ORD-0000051,CUST-003383,2023-12-14,cancelled,,,GB,,,,4,1263.00,22.52,1285.52
ORD-0000052,CUST-004346,2022-12-01,shipped,2022-12-03,,BR,CARR-005,Correios,,3,374.00,33.23,407.23
ORD-0000053,CUST-000843,2024-10-11,delivered,2024-10-13,2024-10-17,PT,CARR-004,DHL,,1,142.00,23.86,165.86
ORD-0000054,CUST-000347,2023-06-03,delivered,2023-06-05,2023-06-11,PT,CARR-003,USPS,,4,1818.00,28.36,1846.36
ORD-0000055,CUST-000226,2024-06-10,delivered,2024-06-13,2024-06-17,US,CARR-004,DHL,,2,967.00,22.06,989.06
ORD-0000056,CUST-002634,2025-11-24,delivered,2025-11-28,2025-12-06,GB,CARR-006,Sedex,,4,969.00,37.81,1006.81
ORD-0000057,CUST-003007,2023-08-10,delivered,2023-08-14,2023-08-20,PT,CARR-009,Aramex,,2,94.00,25.30,119.30
ORD-0000058,CUST-002401,2022-11-29,delivered,2022-11-30,2022-12-06,AR,CARR-003,USPS,,4,4310.00,12.65,4322.65
ORD-0000059,CUST-001342,2024-03-28,delivered,2024-03-30,2024-04-08,CO,CARR-008,Loomis,PROMO-0011,5,2667.00,27.80,2694.80
ORD-0000060,CUST-001103,2023-12-18,delivered,2023-12-21,2023-12-30,CA,CARR-005,Correios,,3,2005.00,10.62,2015.62
ORD-0000061,CUST-001510,2025-04-26,shipped,2025-04-30,,BR,CARR-005,Correios,,4,869.00,14.89,883.89
ORD-0000062,CUST-001632,2023-12-17,returned,2023-12-21,2023-12-30,GB,CARR-005,Correios,,3,1932.00,29.07,1961.07
ORD-0000063,CUST-000189,2026-03-04,cancelled,,,PT,,,,4,1948.00,8.96,1956.96
ORD-0000064,CUST-000164,2025-01-17,delivered,2025-01-19,2025-01-21,US,CARR-002,FedEx,,3,826.00,10.59,836.59
ORD-0000065,CUST-004715,2024-01-31,delivered,2024-02-01,2024-02-13,CO,CARR-003,USPS,,3,2677.00,22.64,2699.64
ORD-0000066,CUST-002580,2026-03-12,delivered,2026-03-14,2026-03-19,CL,CARR-004,DHL,,2,119.00,30.18,149.18
ORD-0000067,CUST-001444,2025-01-27,delivered,2025-01-30,2025-02-04,BR,CARR-006,Sedex,,1,1322.00,25.30,1347.30
ORD-0000068,CUST-001338,2025-12-17,delivered,2025-12-21,2025-12-30,BR,CARR-005,Correios,,2,474.00,12.12,486.12
ORD-0000069,CUST-001616,2025-04-08,delivered,2025-04-10,2025-04-15,DE,CARR-008,Loomis,,2,819.00,1.21,820.21
ORD-0000070,CUST-001584,2023-01-02,returned,2023-01-06,2023-01-14,DE,CARR-005,Correios,,2,102.00,10.75,112.75
ORD-0000071,CUST-000253,2023-06-27,delivered,2023-06-29,2023-07-08,BR,CARR-005,Correios,,1,36.00,26.41,62.41
ORD-0000072,CUST-004580,2025-10-03,delivered,2025-10-05,2025-10-09,BR,CARR-004,DHL,,2,256.00,12.58,268.58
ORD-0000073,CUST-000957,2025-12-09,delivered,2025-12-12,2025-12-17,DE,CARR-004,DHL,,2,482.00,14.35,496.35
ORD-0000074,CUST-003267,2023-03-30,delivered,2023-04-01,2023-04-04,IT,CARR-007,Royal Mail,PROMO-0046,5,717.00,34.18,751.18
ORD-0000075,CUST-001417,2024-04-21,delivered,2024-04-22,2024-04-27,PT,CARR-008,Loomis,,3,477.00,36.96,513.96
ORD-0000076,CUST-001574,2025-06-26,processing,,,CA,CARR-009,Aramex,,4,281.00,8.01,289.01
ORD-0000077,CUST-001434,2022-07-07,processing,,,JP,CARR-001,UPS,,4,2373.00,32.65,2405.65
ORD-0000078,CUST-002492,2022-05-14,delivered,2022-05-17,2022-05-21,BR,CARR-006,Sedex,,3,1025.00,31.20,1056.20
ORD-0000079,CUST-000452,2023-03-12,cancelled,,,JP,,,PROMO-0004,5,978.00,28.88,1006.88
ORD-0000080,CUST-001982,2023-11-26,returned,2023-11-29,2023-12-04,US,CARR-003,USPS,,4,854.00,29.93,883.93
ORD-0000081,CUST-000057,2023-12-15,returned,2023-12-18,2023-12-22,CL,CARR-001,UPS,PROMO-0048,5,2043.00,37.04,2080.04
ORD-0000082,CUST-001332,2025-01-21,delivered,2025-01-25,2025-01-30,DE,CARR-010,SF Express,,4,632.00,29.72,661.72
ORD-0000083,CUST-000821,2024-03-08,returned,2024-03-11,2024-03-15,MX,CARR-007,Royal Mail,,4,921.00,18.28,939.28
ORD-0000084,CUST-001238,2024-12-25,returned,2024-12-26,2024-12-30,US,CARR-010,SF Express,,2,1842.00,6.48,1848.48
ORD-0000085,CUST-000129,2025-08-11,delivered,2025-08-13,2025-08-22,DE,CARR-005,Correios,,4,734.00,9.59,743.59
ORD-0000086,CUST-004396,2023-12-04,delivered,2023-12-07,2023-12-12,GB,CARR-008,Loomis,,2,297.00,30.71,327.71
ORD-0000087,CUST-004412,2024-04-22,delivered,2024-04-23,2024-05-02,GB,CARR-008,Loomis,,3,2868.00,17.71,2885.71
ORD-0000088,CUST-002447,2025-12-19,processing,,,CA,CARR-003,USPS,,3,560.00,11.48,571.48
ORD-0000089,CUST-001212,2023-12-29,delivered,2023-12-31,2024-01-05,MX,CARR-006,Sedex,PROMO-0040,5,605.00,9.40,614.40
ORD-0000090,CUST-003257,2023-03-09,processing,,,MX,CARR-001,UPS,,2,944.00,27.77,971.77
ORD-0000091,CUST-002186,2025-03-28,cancelled,,,IT,,,,3,354.00,5.42,359.42
ORD-0000092,CUST-000968,2024-11-29,cancelled,,,ES,,,,4,445.00,14.71,459.71
ORD-0000093,CUST-002569,2024-08-05,cancelled,,,CA,,,,1,120.00,11.90,131.90
ORD-0000094,CUST-001050,2023-11-30,processing,,,GB,CARR-010,SF Express,,3,296.00,15.38,311.38
ORD-0000095,CUST-003239,2024-12-18,delivered,2024-12-19,2024-12-24,IT,CARR-008,Loomis,,1,51.00,23.76,74.76
ORD-0000096,CUST-003075,2022-12-01,processing,,,FR,CARR-002,FedEx,,4,2394.00,29.32,2423.32
ORD-0000097,CUST-002119,2023-03-25,delivered,2023-03-28,2023-04-01,MX,CARR-001,UPS,,2,174.00,12.12,186.12
ORD-0000098,CUST-000124,2025-09-01,delivered,2025-09-04,2025-09-09,FR,CARR-003,USPS,,1,1125.00,9.62,1134.62
ORD-0000099,CUST-003577,2024-05-08,processing,,,ES,CARR-010,SF Express,,2,401.00,27.16,428.16
ORD-0000100,CUST-003528,2025-12-01,delivered,2025-12-03,2025-12-11,DE,CARR-005,Correios,,1,384.00,29.44,413.44
ORD-0000101,CUST-001704,2025-12-20,delivered,2025-12-21,2025-12-25,GB,CARR-010,SF Express,,4,1653.00,35.31,1688.31
ORD-0000102,CUST-001405,2025-11-25,delivered,2025-11-26,2025-12-02,AR,CARR-008,Loomis,,3,1832.00,8.91,1840.91
ORD-0000103,CUST-001053,2024-11-30,processing,,,IT,CARR-004,DHL,,1,178.00,11.37,189.37
ORD-0000104,CUST-001920,2025-12-20,delivered,2025-12-21,2025-12-27,CL,CARR-008,Loomis,,1,102.00,14.80,116.80
ORD-0000105,CUST-002765,2022-04-01,delivered,2022-04-03,2022-04-07,FR,CARR-010,SF Express,,4,1324.00,17.61,1341.61
ORD-0000106,CUST-003565,2025-12-08,delivered,2025-12-10,2025-12-15,PT,CARR-008,Loomis,,2,3129.00,13.56,3142.56
ORD-0000107,CUST-001726,2022-11-26,shipped,2022-11-29,,US,CARR-001,UPS,,1,58.00,27.30,85.30
ORD-0000108,CUST-001331,2023-10-08,delivered,2023-10-12,2023-10-21,IT,CARR-005,Correios,,2,95.00,35.52,130.52
ORD-0000109,CUST-002987,2024-10-22,delivered,2024-10-25,2024-10-28,FR,CARR-007,Royal Mail,,4,201.00,20.89,221.89
ORD-0000110,CUST-003073,2022-11-28,delivered,2022-12-02,2022-12-06,CA,CARR-007,Royal Mail,,1,70.00,8.18,78.18
ORD-0000111,CUST-003739,22/02/2024,shipped,2024-02-25,,PT,CARR-001,UPS,,3,1497.00,25.82,1522.82
ORD-0000112,CUST-003350,2025-11-30,delivered,2025-12-02,2025-12-06,MX,CARR-010,SF Express,,4,1097.00,23.74,1120.74
ORD-0000113,CUST-002291,2024-08-15,delivered,2024-08-17,2024-08-19,US,CARR-002,FedEx,,3,1356.00,29.54,1385.54
ORD-0000114,CUST-004524,2025-11-26,delivered,2025-11-28,2025-12-01,GB,CARR-002,FedEx,,1,165.00,36.61,201.61
ORD-0000115,CUST-001119,2023-08-19,cancelled,,,BR,,,,2,3597.00,14.58,3611.58
ORD-0000116,CUST-000863,2022-11-30,cancelled,,,US,,,,4,990.00,11.03,1001.03
ORD-0000117,CUST-002956,2024-11-28,returned,2024-11-29,2024-12-03,BR,CARR-006,Sedex,,4,428.00,8.76,436.76
ORD-0000118,CUST-001688,2024-07-31,delivered,2024-08-04,2024-08-09,GB,CARR-004,DHL,,4,5280.00,10.42,5290.42
ORD-0000119,CUST-004857,2024-07-19,delivered,2024-07-23,2024-07-31,BR,CARR-005,Correios,,3,986.00,4.91,990.91
ORD-0000120,CUST-000135,2025-07-23,processing,,,PT,CARR-009,Aramex,,3,2644.00,23.63,2667.63
ORD-0000121,CUST-002156,2025-07-06,shipped,2025-07-07,,US,CARR-009,Aramex,,3,671.00,12.91,683.91
ORD-0000122,CUST-002379,2025-03-06,processing,,,CL,CARR-006,Sedex,,2,363.00,13.94,376.94
ORD-0000123,CUST-000745,2024-11-27,cancelled,,,GB,,,,1,564.00,26.74,590.74
ORD-0000124,CUST-001926,2026-03-10,delivered,2026-03-13,2026-03-18,PT,CARR-008,Loomis,,1,58.00,32.03,90.03
ORD-0000125,CUST-000077,2026-02-24,shipped,2026-02-27,,BR,CARR-006,Sedex,,3,256.00,11.36,267.36
ORD-0000126,CUST-002575,2022-07-19,shipped,2022-07-20,,US,CARR-009,Aramex,,2,387.00,12.53,399.53
ORD-0000127,CUST-003107,2025-02-22,delivered,2025-02-26,2025-03-02,US,CARR-006,Sedex,,1,216.00,28.09,244.09
ORD-0000128,CUST-000166,2025-12-11,delivered,2025-12-12,2025-12-17,CL,CARR-008,Loomis,,3,819.00,3.21,822.21
ORD-0000129,CUST-001649,2025-08-18,cancelled,,,AU,,,,2,291.00,21.53,312.53
ORD-0000130,CUST-001804,2023-11-16,returned,2023-11-20,2023-11-24,CA,CARR-007,Royal Mail,PROMO-0030,5,4907.00,8.91,4915.91
ORD-0000131,CUST-000324,2025-02-12,delivered,2025-02-15,2025-02-24,CL,CARR-005,Correios,,4,4396.00,25.79,4421.79
ORD-0000132,CUST-003090,2022-11-27,delivered,2022-11-29,2022-12-02,US,CARR-001,UPS,,2,747.00,19.72,766.72
ORD-0000133,CUST-004860,2025-08-08,delivered,2025-08-09,2025-08-18,BR,CARR-005,Correios,,3,3270.00,23.74,3293.74
ORD-0000134,CUST-000634,2023-10-25,delivered,2023-10-27,2023-11-05,CL,CARR-005,Correios,,4,1377.00,17.49,1394.49
ORD-0000135,CUST-004956,2024-12-13,delivered,2024-12-17,2024-12-23,IT,CARR-008,Loomis,,4,1111.00,13.06,1124.06
ORD-0000136,CUST-002631,2023-07-29,delivered,2023-07-30,2023-08-04,GB,CARR-004,DHL,,2,182.00,14.16,196.16
ORD-0000137,CUST-002472,2025-12-11,processing,,,FR,CARR-008,Loomis,,3,506.00,4.26,510.26
ORD-0000138,CUST-002285,2024-04-06,cancelled,,,ES,,,PROMO-0028,3,1599.00,34.02,1633.02
ORD-0000139,CUST-003364,2022-11-24,delivered,2022-11-25,2022-12-03,BR,CARR-005,Correios,,1,402.00,20.69,422.69
ORD-0000140,CUST-003918,12/07/2025,delivered,2025-07-13,2025-07-17,DE,CARR-004,DHL,,4,670.00,8.56,678.56
ORD-0000141,CUST-002267,2025-11-30,delivered,2025-12-03,2025-12-11,MX,CARR-005,Correios,,4,1460.00,11.32,1471.32
ORD-0000142,CUST-001033,2024-01-21,cancelled,,,US,,,,2,445.00,12.51,457.51
ORD-0000143,CUST-002157,2025-11-22,shipped,2025-11-25,,FR,CARR-008,Loomis,,3,1721.00,28.91,1749.91
ORD-0000144,CUST-002849,2022-11-25,shipped,2022-11-26,,BR,CARR-005,Correios,,3,1670.00,12.33,1682.33
ORD-0000145,CUST-000315,2025-12-30,processing,,,GB,CARR-006,Sedex,,2,2356.00,28.83,2384.83
ORD-0000146,CUST-003947,2024-12-15,delivered,2024-12-18,2024-12-20,US,CARR-002,FedEx,,1,27.00,11.84,38.84
ORD-0000147,CUST-002759,2022-11-25,returned,2022-11-28,2022-12-04,GB,CARR-009,Aramex,,2,170.00,28.26,198.26
ORD-0000148,CUST-003139,2023-07-01,delivered,2023-07-03,2023-07-10,PT,CARR-010,SF Express,,1,28.00,25.96,53.96
ORD-0000149,CUST-002924,2025-12-13,delivered,2025-12-14,2025-12-17,DE,CARR-001,UPS,,4,923.00,26.96,949.96
ORD-0000150,CUST-000967,27/11/2022,delivered,2022-11-30,2022-12-02,US,CARR-002,FedEx,,1,224.00,17.20,241.20
ORD-0000151,CUST-003697,2025-11-20,cancelled,,,US,,,,1,46.00,28.45,74.45
ORD-0000152,CUST-002877,2023-11-17,delivered,2023-11-18,2023-11-24,DE,CARR-009,Aramex,PROMO-0030,5,1753.00,33.25,1786.25
ORD-0000153,CUST-000171,2024-11-14,delivered,2024-11-18,2024-11-25,ES,CARR-004,DHL,,2,444.00,10.63,454.63
ORD-0000154,CUST-002360,2024-06-24,shipped,2024-06-25,,FR,CARR-004,DHL,,3,1614.00,34.67,1648.67
ORD-0000155,CUST-003149,2024-09-23,delivered,2024-09-27,2024-10-02,US,CARR-004,DHL,,3,2469.00,33.83,2502.83
ORD-0000156,CUST-001628,2026-01-28,cancelled,,,CA,,,,1,690.00,3.94,693.94
ORD-0000157,CUST-003747,2026-01-25,cancelled,,,CA,,,,3,4191.00,20.51,4211.51
ORD-0000158,CUST-002878,2025-04-26,cancelled,,,US,,,,2,2759.00,22.61,2781.61
ORD-0000159,CUST-000987,2025-07-20,delivered,2025-07-21,2025-07-26,US,CARR-004,DHL,,3,1308.00,16.05,1324.05
ORD-0000160,CUST-000389,2023-02-16,delivered,2023-02-20,2023-02-24,US,CARR-001,UPS,,3,1086.00,7.49,1093.49
ORD-0000161,CUST-001638,2023-12-11,delivered,2023-12-14,2023-12-23,BR,CARR-005,Correios,,1,12.00,24.39,36.39
ORD-0000162,CUST-001038,2024-07-17,shipped,2024-07-19,,MX,CARR-003,USPS,,2,1657.00,11.85,1668.85
ORD-0000163,CUST-000876,2025-07-22,delivered,2025-07-25,2025-07-31,US,CARR-003,USPS,,3,1330.00,33.88,1363.88
ORD-0000164,CUST-003612,2022-03-09,returned,2022-03-11,2022-03-22,CA,CARR-009,Aramex,,3,846.00,15.62,861.62
ORD-0000165,CUST-001933,2024-01-06,delivered,2024-01-07,2024-01-12,MX,CARR-003,USPS,,1,710.00,27.53,737.53
ORD-0000166,CUST-004456,05/10/2025,cancelled,,,CA,,,,2,408.00,15.97,423.97
ORD-0000167,CUST-003676,2025-04-24,delivered,2025-04-25,2025-04-29,FR,CARR-007,Royal Mail,,1,94.00,25.23,119.23
ORD-0000168,CUST-004992,2023-07-10,delivered,2023-07-14,2023-07-20,JP,CARR-003,USPS,,1,37.00,33.19,70.19
ORD-0000169,CUST-001151,28/03/2023,cancelled,,,US,,,,3,202.00,20.83,222.83
ORD-0000170,CUST-002309,2025-02-25,delivered,2025-02-27,2025-03-03,DE,CARR-004,DHL,,2,368.00,19.53,387.53
ORD-0000171,CUST-002518,2022-11-24,delivered,2022-11-26,2022-12-05,BR,CARR-005,Correios,,2,349.00,11.72,360.72
ORD-0000172,CUST-002763,2024-06-12,processing,,,AR,CARR-009,Aramex,,4,594.00,28.12,622.12
ORD-0000173,CUST-004899,2025-07-27,processing,,,CA,CARR-001,UPS,,2,2643.00,10.97,2653.97
ORD-0000174,CUST-003898,2024-02-22,delivered,2024-02-26,2024-03-06,MX,CARR-010,SF Express,,3,237.00,4.54,241.54
ORD-0000175,CUST-002922,2025-03-09,returned,2025-03-10,2025-03-16,FR,CARR-009,Aramex,,1,366.00,14.57,380.57
ORD-0000176,CUST-004567,2023-02-24,shipped,2023-02-25,,MX,CARR-002,FedEx,,2,475.00,23.95,498.95
ORD-0000177,CUST-002506,2025-04-27,delivered,2025-04-29,2025-05-02,GB,CARR-001,UPS,,4,3350.00,22.40,3372.40
ORD-0000178,CUST-000715,2022-11-29,returned,2022-12-01,2022-12-11,AU,CARR-008,Loomis,,1,264.00,15.55,279.55
ORD-0000179,CUST-003615,2023-09-16,delivered,2023-09-17,2023-09-20,PT,CARR-002,FedEx,,1,610.00,33.84,643.84
ORD-0000180,CUST-000925,2023-02-12,processing,,,DE,CARR-004,DHL,,3,1733.00,14.46,1747.46
ORD-0000181,CUST-004398,2024-09-26,delivered,2024-09-29,2024-10-02,US,CARR-001,UPS,,1,372.00,5.69,377.69
ORD-0000182,CUST-003276,2024-12-23,processing,,,CA,CARR-001,UPS,,3,2122.00,8.92,2130.92
ORD-0000183,CUST-002371,2025-01-07,returned,2025-01-09,2025-01-16,ES,CARR-009,Aramex,,4,868.00,8.78,876.78
ORD-0000184,CUST-004398,2023-12-07,delivered,2023-12-10,2023-12-12,US,CARR-002,FedEx,PROMO-0040,5,841.00,6.25,847.25
ORD-0000185,CUST-004151,2022-11-24,delivered,2022-11-27,2022-12-06,GB,CARR-007,Royal Mail,,2,812.00,16.54,828.54
ORD-0000186,CUST-002827,2026-01-08,delivered,2026-01-11,2026-01-14,AU,CARR-007,Royal Mail,,3,901.00,13.03,914.03
ORD-0000187,CUST-003774,2024-12-29,processing,,,AU,CARR-001,UPS,,2,1791.00,31.05,1822.05
ORD-0000188,CUST-003467,2024-11-27,delivered,2024-11-28,2024-12-04,PT,CARR-009,Aramex,,4,613.00,25.10,638.10
ORD-0000189,CUST-004872,2024-09-01,delivered,2024-09-03,2024-09-09,ES,CARR-009,Aramex,,4,1293.00,33.48,1326.48
ORD-0000190,CUST-002196,2022-06-10,delivered,2022-06-11,2022-06-18,US,CARR-009,Aramex,,1,1140.00,14.86,1154.86
ORD-0000191,CUST-002782,2023-11-24,returned,2023-11-28,2023-12-03,MX,CARR-004,DHL,,3,1626.00,33.17,1659.17
ORD-0000192,CUST-001482,2024-11-21,delivered,2024-11-24,2024-11-29,CO,CARR-006,Sedex,,3,1731.00,8.70,1739.70
ORD-0000193,CUST-002177,2023-12-29,delivered,2023-12-31,2024-01-11,US,CARR-006,Sedex,,1,6.00,11.66,17.66
ORD-0000194,CUST-001376,2025-01-01,shipped,2025-01-05,,MX,CARR-004,DHL,,2,489.00,23.77,512.77
ORD-0000195,CUST-000526,2023-11-29,returned,2023-12-03,2023-12-09,CA,CARR-003,USPS,,4,1198.00,34.98,1232.98
ORD-0000196,CUST-000654,2022-08-06,delivered,2022-08-09,2022-08-17,BR,CARR-006,Sedex,,3,939.00,10.86,949.86
ORD-0000197,CUST-001418,2024-04-20,delivered,2024-04-23,2024-04-29,US,CARR-003,USPS,,1,372.00,25.95,397.95
ORD-0000198,CUST-004000,2025-12-01,cancelled,,,FR,,,,4,2960.00,18.14,2978.14
ORD-0000199,CUST-003854,2023-12-19,delivered,2023-12-23,2023-12-27,BR,CARR-006,Sedex,PROMO-0048,5,728.00,6.89,734.89
ORD-0000200,CUST-002503,2026-03-02,delivered,2026-03-05,2026-03-10,GB,CARR-006,Sedex,,2,633.00,18.44,651.44
ORD-0000201,CUST-002819,29/11/2023,delivered,2023-12-02,2023-12-10,BR,CARR-005,Correios,,3,3414.00,25.30,3439.30
ORD-0000202,CUST-000668,2024-08-27,cancelled,,,BR,,,,1,87.00,28.18,115.18
ORD-0000203,CUST-001389,2024-06-06,delivered,2024-06-10,2024-06-15,BR,CARR-006,Sedex,,2,224.00,9.55,233.55
ORD-0000204,CUST-001376,07/02/2024,delivered,2024-02-09,2024-02-15,MX,CARR-006,Sedex,,4,451.00,15.52,466.52
ORD-0000205,CUST-000042,2024-11-24,returned,2024-11-27,2024-12-01,BR,CARR-001,UPS,,4,1591.00,29.19,1620.19
ORD-0000206,CUST-000095,2026-01-13,delivered,2026-01-16,2026-01-20,US,CARR-001,UPS,,3,721.00,33.00,754.00
ORD-0000207,CUST-001245,2022-04-04,returned,2022-04-05,2022-04-09,JP,CARR-006,Sedex,,1,1344.00,20.00,1364.00
ORD-0000208,CUST-001483,2024-11-29,delivered,2024-12-03,2024-12-08,MX,CARR-004,DHL,,2,334.00,26.74,360.74
ORD-0000209,CUST-000309,2023-04-21,processing,,,US,CARR-002,FedEx,,3,649.00,25.93,674.93
ORD-0000210,CUST-002513,2025-10-28,delivered,2025-10-29,2025-11-02,GB,CARR-006,Sedex,,1,2040.00,8.74,2048.74
ORD-0000211,CUST-003611,2025-06-20,delivered,2025-06-22,2025-06-25,IT,CARR-002,FedEx,,4,344.00,21.59,365.59
ORD-0000212,CUST-000453,2024-11-26,delivered,2024-11-30,2024-12-06,CA,CARR-003,USPS,,3,1684.00,3.21,1687.21
ORD-0000213,CUST-003248,2025-06-17,returned,2025-06-20,2025-06-29,BR,CARR-005,Correios,,4,386.00,26.30,412.30
