review_id,order_id,customer_id,rating,title,body,review_date,verified_purchase
REV-0000056,ORD-0001439,CUST-001813,4,Would buy again,Arrived on time and matches the description.,2022-12-23,true
REV-0000057,ORD-0001312,CUST-004455,3,Returned,"Average quality, decent value.",2023-08-13,true
REV-0000058,ORD-0003758,CUST-002168,5,Would buy again,Shipping took longer than promised.,2023-12-26,true
REV-0000059,ORD-0002032,CUST-003567,1,Not what I expected,"Average quality, decent value.",2025-10-20,true
REV-0000060,ORD-0002757,CUST-000802,4,Would buy again,"Damaged when it arrived, returned right away.",2024-09-18,true
REV-0000061,ORD-0004259,CUST-001131,5,Great purchase,Not worth the price.,2024-01-02,true
REV-0000062,ORD-0002165,CUST-003448,5,Would buy again,"Five stars, would recommend.",2023-01-12,true
REV-0000063,ORD-0007319,CUST-000503,4,Great purchase,Build quality is excellent.,2023-12-21,true
REV-0000064,ORD-0000100,CUST-003528,3,Excellent,Shipping took longer than promised.,2025-12-26,true
REV-0000065,ORD-0002905,CUST-003450,5,Could be better,"Five stars, would recommend.",2026-01-04,true
REV-0000066,ORD-0001404,CUST-004569,3,Quality issue,"Average quality, decent value.",2026-01-10,true
REV-0000067,ORD-0007375,CUST-004955,5,Disappointed,"Average quality, decent value.",2024-01-10,true
REV-0000068,ORD-0004838,CUST-002948,5,Not what I expected,Better than I expected for the price.,2025-06-26,true
REV-0000069,ORD-0005498,CUST-002214,5,Excellent,Shipping took longer than promised.,2026-02-10,true
REV-0000070,ORD-0006326,CUST-001880,3,Loved it!,"Five stars, would recommend.",2022-11-20,true
REV-0000071,ORD-0002281,CUST-002408,3,Returned,Customer service was very responsive.,2025-07-07,true
REV-0000072,ORD-0006173,CUST-001418,5,Could be better,Shipping took longer than promised.,2025-07-16,true
REV-0000073,ORD-0001708,CUST-003300,5,Great purchase,"Five stars, would recommend.",2023-03-03,true
REV-0000074,ORD-0003780,CUST-001027,3,Could be better,Item was different from the photos.,2025-12-21,true
REV-0000075,ORD-0001258,CUST-000945,4,Returned,Customer service was very responsive.,2025-01-07,true
REV-0000076,ORD-0005968,CUST-003378,3,Highly recommend,Shipping took longer than promised.,2024-12-22,true
REV-0000077,ORD-0004122,CUST-002317,4,Excellent,Better than I expected for the price.,2025-01-12,true
REV-0000078,ORD-0001989,CUST-004926,5,Loved it!,Shipping took longer than promised.,2025-02-09,true
REV-0000079,ORD-0000584,CUST-001978,4,Could be better,Arrived on time and matches the description.,2023-12-17,true
REV-0000080,ORD-0000549,CUST-003575,3,Quality issue,Item was different from the photos.,2024-01-02,true
REV-0000081,ORD-0001879,CUST-003848,3,Excellent,"Damaged when it arrived, returned right away.",2026-03-18,true
REV-0000082,ORD-0001074,CUST-004130,4,Great purchase,Item was different from the photos.,2026-01-23,true
REV-0000083,ORD-0000825,CUST-004287,5,Returned,Arrived on time and matches the description.,2025-12-27,true
REV-0000084,ORD-0006163,CUST-002684,5,Highly recommend,Item was different from the photos.,2025-04-07,true
REV-0000085,ORD-0005726,CUST-004625,5,Highly recommend,Arrived on time and matches the description.,2023-11-01,true
REV-0000086,ORD-0007364,CUST-001722,5,Returned,Not worth the price.,2025-10-14,true
REV-0000087,ORD-0005153,CUST-003536,5,Would buy again,"Damaged when it arrived, returned right away.",2025-03-26,true
REV-0000088,ORD-0007214,CUST-001949,4,Returned,Item was different from the photos.,2025-01-24,true
REV-0000089,ORD-0006513,CUST-001051,3,Excellent,"Average quality, decent value.",2024-11-20,true
REV-0000090,ORD-0001812,CUST-000204,4,Loved it!,Item was different from the photos.,2024-12-22,true
REV-0000091,ORD-0000915,CUST-002194,4,Could be better,"Five stars, would recommend.",2024-06-22,true
REV-0000092,ORD-0003975,CUST-000398,5,Excellent,"Damaged when it arrived, returned right away.",2025-07-24,true
REV-0000093,ORD-0002262,CUST-003353,5,Not what I expected,"Five stars, would recommend.",2025-06-13,true
REV-0000094,ORD-0002620,CUST-000510,5,Could be better,Item was different from the photos.,2025-10-09,true
REV-0000095,ORD-0004165,CUST-003199,2,Would buy again,"Damaged when it arrived, returned right away.",2024-12-10,true
REV-0000096,ORD-0005528,CUST-002869,5,Excellent,Not worth the price.,2025-06-16,true
REV-0000097,ORD-0004525,CUST-003943,5,Quality issue,Build quality is excellent.,2023-12-27,true
REV-0000098,ORD-0006138,CUST-002022,5,Excellent,Not worth the price.,2024-04-19,true
REV-0000099,ORD-0007491,CUST-001429,4,Could be better,Not worth the price.,2026-05-03,true
REV-0000100,ORD-0001959,CUST-002883,4,Quality issue,Better than I expected for the price.,2024-06-15,true
REV-0000101,ORD-0002616,CUST-004681,4,Disappointed,Shipping took longer than promised.,2026-01-14,true
REV-0000102,ORD-0004342,CUST-000284,2,Excellent,Shipping took longer than promised.,2024-12-15,true
REV-0000103,ORD-0004967,CUST-004862,5,Loved it!,Build quality is excellent.,2024-02-06,true
REV-0000104,ORD-0006326,CUST-001880,1,Loved it!,Shipping took longer than promised.,2022-11-28,true
REV-0000105,ORD-0005405,CUST-000402,5,Quality issue,Item was different from the photos.,2025-09-05,true
REV-0000106,ORD-0004848,CUST-003310,4,Highly recommend,Arrived on time and matches the description.,2025-06-14,true
REV-0000107,ORD-0003373,CUST-001291,4,Returned,"Five stars, would recommend.",2025-01-09,true
REV-0000108,ORD-0002722,CUST-003434,5,Not what I expected,Item was different from the photos.,2025-08-06,true
REV-0000109,ORD-0001879,CUST-003848,1,Could be better,Item was different from the photos.,2026-03-17,true
REV-0000110,ORD-0003092,CUST-003407,5,Highly recommend,Customer service was very responsive.,2025-12-23,true
REV-0000111,ORD-0000030,CUST-003124,4,Not what I expected,"Average quality, decent value.",2023-12-04,true
REV-0000112,ORD-0006210,CUST-000647,4,Not what I expected,Customer service was very responsive.,2025-08-03,true
REV-0000113,ORD-0001624,CUST-002883,5,Not what I expected,Better than I expected for the price.,2024-03-06,true
REV-0000114,ORD-0003458,CUST-004443,5,Returned,"Damaged when it arrived, returned right away.",2022-12-10,true
REV-0000115,ORD-0001504,CUST-004949,4,Excellent,"Five stars, would recommend.",2026-06-02,true
REV-0000116,ORD-0003905,CUST-003852,4,Could be better,Build quality is excellent.,2025-05-16,true
REV-0000117,ORD-0006467,CUST-003037,5,Highly recommend,Arrived on time and matches the description.,2025-03-05,true
REV-0000118,ORD-0000939,CUST-002010,4,Loved it!,Shipping took longer than promised.,2022-09-12,true
REV-0000119,ORD-0000222,CUST-002536,2,Not what I expected,Customer service was very responsive.,2024-01-03,true
REV-0000120,ORD-0003130,CUST-004645,5,Excellent,Build quality is excellent.,2024-08-27,true
REV-0000121,ORD-0003101,CUST-003163,3,Loved it!,Build quality is excellent.,2023-07-19,true
REV-0000122,ORD-0005848,CUST-001210,5,Quality issue,Arrived on time and matches the description.,2025-09-24,true
REV-0000123,ORD-0003119,CUST-003640,5,Loved it!,Item was different from the photos.,2023-07-30,true
REV-0000124,ORD-0004444,CUST-004115,5,Great purchase,Item was different from the photos.,2023-10-03,true
REV-0000125,ORD-0003915,CUST-000490,5,Disappointed,"Damaged when it arrived, returned right away.",2024-08-12,true
REV-0000126,ORD-0005091,CUST-004220,4,Disappointed,Customer service was very responsive.,2022-12-31,true
REV-0000127,ORD-0006770,CUST-004133,5,Quality issue,Better than I expected for the price.,2023-12-08,true
REV-0000128,ORD-0001769,CUST-000292,5,Great purchase,Better than I expected for the price.,2025-10-22,true
REV-0000129,ORD-0004619,CUST-003073,5,Loved it!,Better than I expected for the price.,2025-11-08,true
REV-0000130,ORD-0000480,CUST-001695,5,Great purchase,"Damaged when it arrived, returned right away.",2024-11-23,true
REV-0000131,ORD-0003687,CUST-001499,5,Not what I expected,Better than I expected for the price.,2026-01-29,true
REV-0000132,ORD-0006546,CUST-000552,5,Great purchase,Item was different from the photos.,2026-03-14,true
REV-0000133,ORD-0002879,CUST-004429,5,Quality issue,Item was different from the photos.,2025-04-02,true
REV-0000134,ORD-0007241,CUST-002995,5,Not what I expected,Customer service was very responsive.,2024-05-10,true
REV-0000135,ORD-0005665,CUST-003593,5,Highly recommend,"Average quality, decent value.",2025-07-29,true
REV-0000136,ORD-0004449,CUST-002315,5,Not what I expected,Better than I expected for the price.,2024-09-06,true
REV-0000137,ORD-0005805,CUST-000709,3,Returned,"Five stars, would recommend.",2025-05-26,true
REV-0000138,ORD-0007277,CUST-000927,3,Could be better,"Five stars, would recommend.",2025-01-12,true
REV-0000139,ORD-0002419,CUST-001150,4,Returned,Customer service was very responsive.,2023-07-21,true
REV-0000140,ORD-0005841,CUST-002956,4,Disappointed,Better than I expected for the price.,2026-01-10,true
REV-0000141,ORD-0001368,CUST-000532,1,Not what I expected,Shipping took longer than promised.,2025-12-30,true
REV-0000142,ORD-0000224,CUST-004831,4,Would buy again,Shipping took longer than promised.,2024-05-06,true
REV-0000143,ORD-0000395,CUST-001318,3,Quality issue,"Damaged when it arrived, returned right away.",2023-11-11,true
REV-0000144,ORD-0002615,CUST-000788,4,Excellent,Item was different from the photos.,2024-12-28,true
REV-0000145,ORD-0002699,CUST-001407,5,Quality issue,"Average quality, decent value.",2025-12-18,true
REV-0000146,ORD-0002751,CUST-004384,3,Highly recommend,Build quality is excellent.,2026-01-16,true
REV-0000147,ORD-0002762,CUST-004531,5,Highly recommend,Item was different from the photos.,2026-05-11,true
REV-0000148,ORD-0005332,CUST-004648,5,Disappointed,"Five stars, would recommend.",2025-11-02,true
REV-0000149,ORD-0004882,CUST-001780,5,Returned,"Damaged when it arrived, returned right away.",2025-07-12,true
REV-0000150,ORD-0005135,CUST-004605,3,Would buy again,"Average quality, decent value.",2024-02-09,true
REV-0000151,ORD-0004495,CUST-004985,5,Excellent,Not worth the price.,2024-12-25,true
REV-0000152,ORD-0001608,CUST-001346,3,Could be better,Better than I expected for the price.,2024-07-18,true
REV-0000153,ORD-0007036,CUST-003587,5,Returned,Better than I expected for the price.,2024-04-29,true
REV-0000154,ORD-0001672,CUST-000493,5,Would buy again,Shipping took longer than promised.,2026-03-02,true
REV-0000155,ORD-0003610,CUST-004825,5,Quality issue,"Five stars, would recommend.",2025-08-01,true
REV-0000156,ORD-0006070,CUST-004436,3,Disappointed,Customer service was very responsive.,2026-01-08,true
REV-0000157,ORD-0002511,CUST-002560,5,Disappointed,Item was different from the photos.,2025-08-22,true
REV-0000158,ORD-0006858,CUST-003028,1,Returned,Customer service was very responsive.,2025-12-05,true
REV-0000159,ORD-0007045,CUST-000840,5,Great purchase,"Average quality, decent value.",2025-02-19,true
REV-0000160,ORD-0007261,CUST-002551,4,Would buy again,Item was different from the photos.,2024-03-10,true
REV-0000161,ORD-0007334,CUST-000121,5,Returned,Arrived on time and matches the description.,2026-01-01,true
REV-0000162,ORD-0007382,CUST-001131,3,Quality issue,Arrived on time and matches the description.,2026-05-24,true
REV-0000163,ORD-0003760,CUST-002149,4,Would buy again,Customer service was very responsive.,2024-12-22,true
REV-0000164,ORD-0003106,CUST-003503,5,Quality issue,"Damaged when it arrived, returned right away.",2023-08-25,true
REV-0000165,ORD-0000959,CUST-003463,5,Quality issue,Build quality is excellent.,2024-04-19,true
REV-0000166,ORD-0000295,CUST-003555,5,Excellent,"Average quality, decent value.",2025-08-14,true
REV-0000167,ORD-0003051,CUST-002204,4,Excellent,Customer service was very responsive.,2024-12-30,true
REV-0000168,ORD-0006122,CUST-004781,5,Excellent,Item was different from the photos.,2022-08-03,true
REV-0000169,ORD-0006685,CUST-002622,1,Highly recommend,"Damaged when it arrived, returned right away.",2022-12-03,true
REV-0000170,ORD-0003895,CUST-002240,4,Not what I expected,Item was different from the photos.,2025-01-03,true
REV-0000171,ORD-0002259,CUST-002176,5,Disappointed,Arrived on time and matches the description.,2022-12-25,true
REV-0000172,ORD-0000038,CUST-004983,4,Excellent,Arrived on time and matches the description.,2025-12-09,true
REV-0000173,ORD-0003093,CUST-004336,5,Not what I expected,Shipping took longer than promised.,2023-07-30,true
REV-0000174,ORD-0001075,CUST-003477,5,Would buy again,Arrived on time and matches the description.,2025-03-05,true
REV-0000175,ORD-0005882,CUST-003012,3,Would buy again,"Five stars, would recommend.",2026-01-27,true
REV-0000176,ORD-0007404,CUST-002819,5,Disappointed,Item was different from the photos.,2023-04-11,true
REV-0000177,ORD-0004782,CUST-004435,4,Not what I expected,Better than I expected for the price.,2023-08-22,true
REV-0000178,ORD-0006369,CUST-000073,3,Not what I expected,Customer service was very responsive.,2025-12-16,true
REV-0000179,ORD-0006423,CUST-004337,5,Excellent,Build quality is excellent.,2025-01-01,true
REV-0000180,ORD-0001600,CUST-000650,4,Not what I expected,Better than I expected for the price.,2023-01-01,true
REV-0000181,ORD-0005853,CUST-003918,5,Great purchase,"Damaged when it arrived, returned right away.",2023-01-12,true
REV-0000182,ORD-0005028,CUST-000265,5,Highly recommend,Arrived on time and matches the description.,2025-06-15,true
REV-0000183,ORD-0000394,CUST-000613,4,Not what I expected,"Five stars, would recommend.",2023-04-29,true
REV-0000184,ORD-0002009,CUST-002273,2,Returned,Not worth the price.,2022-06-13,true
REV-0000185,ORD-0002562,CUST-004744,4,Quality issue,Better than I expected for the price.,2026-05-12,true
REV-0000186,ORD-0001813,CUST-000321,5,Highly recommend,Better than I expected for the price.,2023-12-21,true
REV-0000187,ORD-0004063,CUST-000913,4,Not what I expected,"Five stars, would recommend.",2026-05-01,true
REV-0000188,ORD-0000397,CUST-000911,2,Highly recommend,"Average quality, decent value.",2026-01-03,true
REV-0000189,ORD-0006558,CUST-002341,5,Not what I expected,Not worth the price.,2026-03-04,true
REV-0000190,ORD-0004587,CUST-001506,5,Quality issue,"Five stars, would recommend.",2024-12-21,true
REV-0000191,ORD-0005246,CUST-001295,5,Disappointed,Customer service was very responsive.,2022-08-29,true
REV-0000192,ORD-0002697,CUST-000519,5,Highly recommend,Arrived on time and matches the description.,2025-05-25,true
REV-0000193,ORD-0005854,CUST-003720,5,Would buy again,"Five stars, would recommend.",2023-08-05,true
REV-0000194,ORD-0007004,CUST-001834,5,Quality issue,"Damaged when it arrived, returned right away.",2025-12-26,true
REV-0000195,ORD-0006404,CUST-002582,2,Loved it!,Customer service was very responsive.,2023-11-16,true
REV-0000196,ORD-0003553,CUST-001687,5,Returned,Shipping took longer than promised.,2025-12-19,true
REV-0000197,ORD-0003032,CUST-001624,4,Loved it!,"Average quality, decent value.",2025-01-16,true
REV-0000198,ORD-0004941,CUST-002372,4,Excellent,Arrived on time and matches the description.,2023-12-08,true
REV-0000199,ORD-0000754,CUST-001289,5,Quality issue,Build quality is excellent.,2024-08-09,true
REV-0000200,ORD-0002144,CUST-004260,5,Would buy again,Customer service was very responsive.,2024-07-24,true
REV-0000201,ORD-0006937,CUST-002031,4,Loved it!,Shipping took longer than promised.,2023-08-30,true
REV-0000202,ORD-0001983,CUST-002187,4,Disappointed,"Five stars, would recommend.",2025-12-24,true
REV-0000203,ORD-0002853,CUST-002822,5,Excellent,Shipping took longer than promised.,2024-02-08,true
REV-0000204,ORD-0003948,CUST-004062,5,Great purchase,Not worth the price.,2025-10-10,true
REV-0000205,ORD-0005090,CUST-003003,5,Would buy again,Better than I expected for the price.,2025-12-22,true
REV-0000206,ORD-0002901,CUST-004411,4,Would buy again,Shipping took longer than promised.,2025-12-26,true
REV-0000207,ORD-0004928,CUST-004955,4,Returned,Build quality is excellent.,2024-08-14,true
REV-0000208,ORD-0001041,CUST-001632,4,Quality issue,Better than I expected for the price.,2023-12-18,true
REV-0000209,ORD-0003756,CUST-004427,5,Quality issue,Shipping took longer than promised.,2024-06-21,true
REV-0000210,ORD-0004730,CUST-000138,4,Great purchase,Better than I expected for the price.,2025-12-02,true
REV-0000211,ORD-0002204,CUST-003648,4,Highly recommend,Better than I expected for the price.,2024-12-29,true
REV-0000212,ORD-0003493,CUST-000491,5,Not what I expected,Better than I expected for the price.,2025-01-16,true
REV-0000213,ORD-0000517,CUST-000083,1,Would buy again,Build quality is excellent.,2026-02-28,true
REV-0000214,ORD-0001491,CUST-003499,5,Loved it!,"Average quality, decent value.",2026-01-08,true
REV-0000215,ORD-0001647,CUST-001192,3,Highly recommend,"Damaged when it arrived, returned right away.",2024-12-30,true
REV-0000216,ORD-0006592,CUST-000399,5,Returned,Shipping took longer than promised.,2024-12-17,true
REV-0000217,ORD-0007313,CUST-003008,4,Disappointed,"Damaged when it arrived, returned right away.",2025-05-01,true
REV-0000218,ORD-0003454,CUST-000869,5,Quality issue,Better than I expected for the price.,2024-01-20,true
REV-0000219,ORD-0001564,CUST-001649,3,Could be better,Better than I expected for the price.,2026-01-15,true
REV-0000220,ORD-0002817,CUST-003141,5,Great purchase,"Five stars, would recommend.",2023-08-30,true
REV-0000221,ORD-0007410,CUST-000357,4,Loved it!,Arrived on time and matches the description.,2026-01-10,true
REV-0000222,ORD-0003428,CUST-000729,4,Loved it!,"Damaged when it arrived, returned right away.",2024-01-05,true
REV-0000223,ORD-0006726,CUST-003600,4,Could be better,Better than I expected for the price.,2022-11-25,true
REV-0000224,ORD-0006855,CUST-000160,4,Excellent,"Damaged when it arrived, returned right away.",2025-12-03,true
REV-0000225,ORD-0005304,CUST-002052,5,Excellent,"Damaged when it arrived, returned right away.",2025-12-22,true
REV-0000226,ORD-0001395,CUST-000612,5,Would buy again,Customer service was very responsive.,2024-08-05,true
REV-0000227,ORD-0006799,CUST-002259,4,Could be better,Shipping took longer than promised.,2022-12-21,true
REV-0000228,ORD-0004807,CUST-002817,3,Disappointed,Customer service was very responsive.,2022-05-10,true
REV-0000229,ORD-0000790,CUST-004194,5,Disappointed,"Damaged when it arrived, returned right away.",2023-12-19,true
REV-0000230,ORD-0006211,CUST-004957,5,Excellent,"Damaged when it arrived, returned right away.",2026-01-01,true
REV-0000231,ORD-0001789,CUST-002911,5,Would buy again,Build quality is excellent.,2025-01-01,true
REV-0000232,ORD-0002785,CUST-002944,4,Not what I expected,Not worth the price.,2025-02-02,true
REV-0000233,ORD-0004435,CUST-003802,1,Could be better,"Five stars, would recommend.",2022-06-29,true
REV-0000234,ORD-0003996,CUST-002896,3,Returned,Shipping took longer than promised.,2026-01-02,true
REV-0000235,ORD-0002213,CUST-004315,5,Disappointed,Better than I expected for the price.,2024-10-04,true
REV-0000236,ORD-0000678,CUST-002894,3,Highly recommend,"Average quality, decent value.",2025-02-27,true
REV-0000237,ORD-0003221,CUST-002184,2,Excellent,Build quality is excellent.,2022-12-04,true
REV-0000238,ORD-0002832,CUST-000508,4,Quality issue,Better than I expected for the price.,2023-08-15,true
REV-0000239,ORD-0005070,CUST-004008,4,Loved it!,"Damaged when it arrived, returned right away.",2022-06-16,true
REV-0000240,ORD-0000229,CUST-003052,4,Highly recommend,Not worth the price.,2025-02-02,true
REV-0000241,ORD-0007361,CUST-004767,3,Would buy again,Arrived on time and matches the description.,2023-01-14,true
REV-0000242,ORD-0004528,CUST-003326,4,Loved it!,Shipping took longer than promised.,2024-11-19,true
REV-0000243,ORD-0002324,CUST-001514,5,Would buy again,"Five stars, would recommend.",2023-02-10,true
REV-0000244,ORD-0001042,CUST-001821,3,Quality issue,Item was different from the photos.,2026-05-20,true
REV-0000245,ORD-0000898,CUST-004595,5,Would buy again,Customer service was very responsive.,2025-08-12,true
REV-0000246,ORD-0007358,CUST-000385,4,Great purchase,Item was different from the photos.,2025-03-21,true
REV-0000247,ORD-0005682,CUST-000053,3,Great purchase,"Average quality, decent value.",2024-08-01,true
REV-0000248,ORD-0003205,CUST-004873,5,Excellent,Item was different from the photos.,2024-07-24,true
REV-0000249,ORD-0007209,CUST-000715,5,Great purchase,Customer service was very responsive.,2024-12-18,true
REV-0000250,ORD-0005675,CUST-004478,5,Great purchase,Better than I expected for the price.,2026-01-16,true
REV-0000251,ORD-0007094,CUST-003960,2,Quality issue,Build quality is excellent.,2024-12-16,true
REV-0000252,ORD-0007499,CUST-000770,3,Quality issue,Arrived on time and matches the description.,2025-07-18,true
REV-0000253,ORD-0002549,CUST-000674,5,Excellent,Customer service was very responsive.,2024-12-31,true
REV-0000254,ORD-0002248,CUST-001458,5,Great purchase,Customer service was very responsive.,2025-02-24,true
REV-0000255,ORD-0001359,CUST-002198,5,Would buy again,Item was different from the photos.,2024-04-27,true
REV-0000256,ORD-0002225,CUST-003017,5,Would buy again,Item was different from the photos.,2025-10-18,true
REV-0000257,ORD-0000572,CUST-004281,5,Quality issue,Better than I expected for the price.,2026-01-12,true
REV-0000258,ORD-0002990,CUST-001594,5,Disappointed,"Average quality, decent value.",2024-12-15,true
REV-0000259,ORD-0003075,CUST-003301,4,Excellent,Build quality is excellent.,2022-12-26,true
REV-0000260,ORD-0001209,CUST-003873,4,Not what I expected,Shipping took longer than promised.,2022-07-21,true
REV-0000261,ORD-0000301,CUST-000540,5,Great purchase,Arrived on time and matches the description.,2025-04-15,true
REV-0000262,ORD-0001322,CUST-003219,5,Could be better,"Five stars, would recommend.",2026-02-09,true
REV-0000263,ORD-0003117,CUST-002201,4,Could be better,Customer service was very responsive.,2024-03-09,true
REV-0000264,ORD-0006266,CUST-001716,4,Great purchase,"Average quality, decent value.",2024-01-31,true
REV-0000265,ORD-0004218,CUST-004648,4,Could be better,"Average quality, decent value.",2023-08-30,true
REV-0000266,ORD-0000467,CUST-000035,4,Highly recommend,Customer service was very responsive.,2025-01-14,true
REV-0000267,ORD-0000538,CUST-004225,2,Great purchase,Item was different from the photos.,2025-09-26,true
REV-0000268,ORD-0003852,CUST-003150,5,Quality issue,Arrived on time and matches the description.,2023-12-17,true
REV-0000269,ORD-0005594,CUST-004233,4,Returned,Item was different from the photos.,2024-09-03,true
REV-0000270,ORD-0002118,CUST-004062,5,Disappointed,Customer service was very responsive.,2023-03-14,true
REV-0000271,ORD-0006840,CUST-001125,4,Would buy again,Arrived on time and matches the description.,2023-11-14,true
REV-0000272,ORD-0005992,CUST-001722,5,Loved it!,Customer service was very responsive.,2025-04-10,true
REV-0000273,ORD-0000043,CUST-001971,4,Would buy again,"Damaged when it arrived, returned right away.",2024-01-06,true
REV-0000274,ORD-0007235,CUST-003148,2,Disappointed,"Five stars, would recommend.",2025-01-22,true
REV-0000275,ORD-0007481,CUST-001257,5,Returned,Build quality is excellent.,2022-09-14,true
